OrderDate,Year,Quarter,Month,Week,Day,FiscalYear,FiscalQuarter,FiscalMonth,FiscalWeek,FiscalDay,OrderDate_SK
2006-02-22,2006,1,2,8,22,2006,4,11,48,22,448
2006-02-23,2006,1,2,8,23,2006,4,11,48,23,449
2006-02-24,2006,1,2,8,24,2006,4,11,48,24,450
2006-02-25,2006,1,2,8,25,2006,4,11,48,25,451
2006-02-26,2006,1,2,9,26,2006,4,11,49,26,452
2006-02-27,2006,1,2,9,27,2006,4,11,49,27,453
2006-02-28,2006,1,2,9,28,2006,4,11,49,28,454
2006-03-01,2006,1,3,9,1,2006,4,12,49,1,455
2006-03-02,2006,1,3,9,2,2006,4,12,49,2,456
2006-03-03,2006,1,3,9,3,2006,4,12,49,3,457
2006-03-04,2006,1,3,9,4,2006,4,12,49,4,458
2006-03-05,2006,1,3,10,5,2006,4,12,50,5,459
2006-03-06,2006,1,3,10,6,2006,4,12,50,6,460
2006-03-07,2006,1,3,10,7,2006,4,12,50,7,461
2006-03-08,2006,1,3,10,8,2006,4,12,50,8,462
2006-03-09,2006,1,3,10,9,2006,4,12,50,9,463
2006-03-10,2006,1,3,10,10,2006,4,12,50,10,464
2006-03-11,2006,1,3,10,11,2006,4,12,50,11,465
2006-03-12,2006,1,3,11,12,2006,4,12,51,12,466
2006-03-13,2006,1,3,11,13,2006,4,12,51,13,467
2006-03-14,2006,1,3,11,14,2006,4,12,51,14,468
2006-03-15,2006,1,3,11,15,2006,4,12,51,15,469
2006-03-16,2006,1,3,11,16,2006,4,12,51,16,470
2006-03-17,2006,1,3,11,17,2006,4,12,51,17,471
2006-03-18,2006,1,3,11,18,2006,4,12,51,18,472
2006-03-19,2006,1,3,12,19,2006,4,12,24,19,473
2006-03-20,2006,1,3,12,20,2006,4,12,24,20,474
2006-03-21,2006,1,3,12,21,2006,4,12,24,21,475
2006-03-22,2006,1,3,12,22,2006,4,12,24,22,476
2006-03-23,2006,1,3,12,23,2006,4,12,24,23,477
2006-03-24,2006,1,3,12,24,2006,4,12,24,24,478
2006-03-25,2006,1,3,12,25,2006,4,12,24,25,479
2006-03-26,2006,1,3,13,26,2006,4,12,25,26,480
2006-03-27,2006,1,3,13,27,2006,4,12,25,27,481
2006-03-28,2006,1,3,13,28,2006,4,12,25,28,482
2006-03-29,2006,1,3,13,29,2006,4,12,25,29,483
2006-03-30,2006,1,3,13,30,2006,4,12,25,30,484
2006-03-31,2006,1,3,13,31,2006,4,12,25,31,485
2006-04-01,2006,2,4,13,1,2007,1,1,25,1,486
2006-04-02,2006,2,4,14,2,2007,1,1,26,2,487
2006-04-03,2006,2,4,14,3,2007,1,1,26,3,488
2006-04-04,2006,2,4,14,4,2007,1,1,26,4,489
2006-04-05,2006,2,4,14,5,2007,1,1,26,5,490
2006-04-06,2006,2,4,14,6,2007,1,1,26,6,491
2006-04-07,2006,2,4,14,7,2007,1,1,26,7,492
2006-04-08,2006,2,4,14,8,2007,1,1,26,8,493
2006-04-09,2006,2,4,15,9,2007,1,1,27,9,494
2006-04-10,2006,2,4,15,10,2007,1,1,27,10,495
2006-04-11,2006,2,4,15,11,2007,1,1,27,11,496
2006-04-12,2006,2,4,15,12,2007,1,1,27,12,497
2006-04-13,2006,2,4,15,13,2007,1,1,27,13,498
2006-04-14,2006,2,4,15,14,2007,1,1,27,14,499
2006-04-15,2006,2,4,15,15,2007,1,1,27,15,500
2006-04-16,2006,2,4,16,16,2007,1,1,28,16,501
2006-04-17,2006,2,4,16,17,2007,1,1,28,17,502
2006-04-18,2006,2,4,16,18,2007,1,1,28,18,503
2006-04-19,2006,2,4,16,19,2007,1,1,28,19,504
2006-04-20,2006,2,4,16,20,2007,1,1,28,20,505
2006-04-21,2006,2,4,16,21,2007,1,1,28,21,506
2006-04-22,2006,2,4,16,22,2007,1,1,28,22,507
2006-04-23,2006,2,4,17,23,2007,1,1,29,23,508
2006-04-24,2006,2,4,17,24,2007,1,1,29,24,509
2006-04-25,2006,2,4,17,25,2007,1,1,29,25,510
2006-04-26,2006,2,4,17,26,2007,1,1,29,26,511
2006-04-27,2006,2,4,17,27,2007,1,1,29,27,512
2006-04-28,2006,2,4,17,28,2007,1,1,29,28,513
2006-04-29,2006,2,4,17,29,2007,1,1,29,29,514
2006-04-30,2006,2,4,18,30,2007,1,1,30,30,515
2006-05-01,2006,2,5,18,1,2007,1,2,30,1,516
2006-05-02,2006,2,5,18,2,2007,1,2,30,2,517
2006-05-03,2006,2,5,18,3,2007,1,2,30,3,518
2006-05-04,2006,2,5,18,4,2007,1,2,30,4,519
2006-05-05,2006,2,5,18,5,2007,1,2,30,5,520
2006-05-06,2006,2,5,18,6,2007,1,2,30,6,521
2006-05-07,2006,2,5,19,7,2007,1,2,31,7,522
2006-05-08,2006,2,5,19,8,2007,1,2,31,8,523
2006-05-09,2006,2,5,19,9,2007,1,2,31,9,524
2006-05-10,2006,2,5,19,10,2007,1,2,31,10,525
2006-05-11,2006,2,5,19,11,2007,1,2,31,11,526
2006-05-12,2006,2,5,19,12,2007,1,2,31,12,527
2006-05-13,2006,2,5,19,13,2007,1,2,31,13,528
2006-05-14,2006,2,5,20,14,2007,1,2,32,14,529
2006-05-15,2006,2,5,20,15,2007,1,2,32,15,530
2006-05-16,2006,2,5,20,16,2007,1,2,32,16,531
2006-05-17,2006,2,5,20,17,2007,1,2,32,17,532
2006-05-18,2006,2,5,20,18,2007,1,2,32,18,533
2006-05-19,2006,2,5,20,19,2007,1,2,32,19,534
2006-05-20,2006,2,5,20,20,2007,1,2,32,20,535
2006-05-21,2006,2,5,21,21,2007,1,2,33,21,536
2006-05-22,2006,2,5,21,22,2007,1,2,33,22,537
2006-05-23,2006,2,5,21,23,2007,1,2,33,23,538
2006-05-24,2006,2,5,21,24,2007,1,2,33,24,539
2006-05-25,2006,2,5,21,25,2007,1,2,33,25,540
2006-05-26,2006,2,5,21,26,2007,1,2,33,26,541
2006-05-27,2006,2,5,21,27,2007,1,2,33,27,542
2006-05-28,2006,2,5,22,28,2007,1,2,34,28,543
2006-05-29,2006,2,5,22,29,2007,1,2,34,29,544
2006-05-30,2006,2,5,22,30,2007,1,2,34,30,545
2006-05-31,2006,2,5,22,31,2007,1,2,34,31,546
2006-06-01,2006,2,6,22,1,2007,1,3,34,1,547
2006-06-02,2006,2,6,22,2,2007,1,3,34,2,548
2006-06-03,2006,2,6,22,3,2007,1,3,34,3,549
2006-06-04,2006,2,6,23,4,2007,1,3,35,4,550
2006-06-05,2006,2,6,23,5,2007,1,3,35,5,551
2006-06-06,2006,2,6,23,6,2007,1,3,35,6,552
2006-06-07,2006,2,6,23,7,2007,1,3,35,7,553
2006-06-08,2006,2,6,23,8,2007,1,3,35,8,554
2006-06-09,2006,2,6,23,9,2007,1,3,35,9,555
2006-06-10,2006,2,6,23,10,2007,1,3,35,10,556
2006-06-11,2006,2,6,24,11,2007,1,3,36,11,557
2006-06-12,2006,2,6,24,12,2007,1,3,36,12,558
2006-06-13,2006,2,6,24,13,2007,1,3,36,13,559
2006-06-14,2006,2,6,24,14,2007,1,3,36,14,560
2006-06-15,2006,2,6,24,15,2007,1,3,36,15,561
2006-06-16,2006,2,6,24,16,2007,1,3,36,16,562
2006-06-17,2006,2,6,24,17,2007,1,3,36,17,563
2006-06-18,2006,2,6,25,18,2007,1,3,37,18,564
2006-06-19,2006,2,6,25,19,2007,1,3,37,19,565
2006-06-20,2006,2,6,25,20,2007,1,3,37,20,566
2006-06-21,2006,2,6,25,21,2007,1,3,37,21,567
2006-06-22,2006,2,6,25,22,2007,1,3,37,22,568
2006-06-23,2006,2,6,25,23,2007,1,3,37,23,569
2006-06-24,2006,2,6,25,24,2007,1,3,37,24,570
2006-06-25,2006,2,6,26,25,2007,1,3,38,25,571
2006-06-26,2006,2,6,26,26,2007,1,3,38,26,572
2006-06-27,2006,2,6,26,27,2007,1,3,38,27,573
2006-06-28,2006,2,6,26,28,2007,1,3,38,28,574
2006-06-29,2006,2,6,26,29,2007,1,3,38,29,575
2006-06-30,2006,2,6,26,30,2007,1,3,38,30,576
2006-07-01,2006,3,7,26,1,2007,2,4,38,1,577
2006-07-02,2006,3,7,27,2,2007,2,4,39,2,578
2006-07-03,2006,3,7,27,3,2007,2,4,39,3,579
2006-07-04,2006,3,7,27,4,2007,2,4,39,4,580
2006-07-05,2006,3,7,27,5,2007,2,4,39,5,581
2006-07-06,2006,3,7,27,6,2007,2,4,39,6,582
2006-07-07,2006,3,7,27,7,2007,2,4,39,7,583
2006-07-08,2006,3,7,27,8,2007,2,4,39,8,584
2006-07-09,2006,3,7,28,9,2007,2,4,40,9,585
2006-07-10,2006,3,7,28,10,2007,2,4,40,10,586
2006-07-11,2006,3,7,28,11,2007,2,4,40,11,587
2006-07-12,2006,3,7,28,12,2007,2,4,40,12,588
2006-07-13,2006,3,7,28,13,2007,2,4,40,13,589
2006-07-14,2006,3,7,28,14,2007,2,4,40,14,590
2006-07-15,2006,3,7,28,15,2007,2,4,40,15,591
2006-07-16,2006,3,7,29,16,2007,2,4,41,16,592
2006-07-17,2006,3,7,29,17,2007,2,4,41,17,593
2006-07-18,2006,3,7,29,18,2007,2,4,41,18,594
2006-07-19,2006,3,7,29,19,2007,2,4,41,19,595
2006-07-20,2006,3,7,29,20,2007,2,4,41,20,596
2006-07-21,2006,3,7,29,21,2007,2,4,41,21,597
2006-07-22,2006,3,7,29,22,2007,2,4,41,22,598
2006-07-23,2006,3,7,30,23,2007,2,4,42,23,599
2006-07-24,2006,3,7,30,24,2007,2,4,42,24,600
2006-07-25,2006,3,7,30,25,2007,2,4,42,25,601
2006-07-26,2006,3,7,30,26,2007,2,4,42,26,602
2006-07-27,2006,3,7,30,27,2007,2,4,42,27,603
2006-07-28,2006,3,7,30,28,2007,2,4,42,28,604
2006-07-29,2006,3,7,30,29,2007,2,4,42,29,605
2006-07-30,2006,3,7,31,30,2007,2,4,43,30,606
2006-07-31,2006,3,7,31,31,2007,2,4,43,31,607
2006-08-01,2006,3,8,31,1,2007,2,5,43,1,608
2006-08-02,2006,3,8,31,2,2007,2,5,43,2,609
2006-08-03,2006,3,8,31,3,2007,2,5,43,3,610
2006-08-04,2006,3,8,31,4,2007,2,5,43,4,611
2006-08-05,2006,3,8,31,5,2007,2,5,43,5,612
2006-08-06,2006,3,8,32,6,2007,2,5,44,6,613
2006-08-07,2006,3,8,32,7,2007,2,5,44,7,614
2006-08-08,2006,3,8,32,8,2007,2,5,44,8,615
2006-08-09,2006,3,8,32,9,2007,2,5,44,9,616
2006-08-10,2006,3,8,32,10,2007,2,5,44,10,617
2006-08-11,2006,3,8,32,11,2007,2,5,44,11,618
2006-08-12,2006,3,8,32,12,2007,2,5,44,12,619
2006-08-13,2006,3,8,33,13,2007,2,5,45,13,620
2006-08-14,2006,3,8,33,14,2007,2,5,45,14,621
2006-08-15,2006,3,8,33,15,2007,2,5,45,15,622
2006-08-16,2006,3,8,33,16,2007,2,5,45,16,623
2006-08-17,2006,3,8,33,17,2007,2,5,45,17,624
2006-08-18,2006,3,8,33,18,2007,2,5,45,18,625
2006-08-19,2006,3,8,33,19,2007,2,5,45,19,626
2006-08-20,2006,3,8,34,20,2007,2,5,46,20,627
2006-08-21,2006,3,8,34,21,2007,2,5,46,21,628
2006-08-22,2006,3,8,34,22,2007,2,5,46,22,629
2006-08-23,2006,3,8,34,23,2007,2,5,46,23,630
2006-08-24,2006,3,8,34,24,2007,2,5,46,24,631
2006-08-25,2006,3,8,34,25,2007,2,5,46,25,632
2006-08-26,2006,3,8,34,26,2007,2,5,46,26,633
2006-08-27,2006,3,8,35,27,2007,2,5,47,27,634
2006-08-28,2006,3,8,35,28,2007,2,5,47,28,635
2006-08-29,2006,3,8,35,29,2007,2,5,47,29,636
2006-08-30,2006,3,8,35,30,2007,2,5,47,30,637
2006-08-31,2006,3,8,35,31,2007,2,5,47,31,638
2006-09-01,2006,3,9,35,1,2007,2,6,47,1,639
2006-09-02,2006,3,9,35,2,2007,2,6,47,2,640
2006-09-03,2006,3,9,36,3,2007,2,6,48,3,641
2006-09-04,2006,3,9,36,4,2007,2,6,48,4,642
2006-09-05,2006,3,9,36,5,2007,2,6,48,5,643
2006-09-06,2006,3,9,36,6,2007,2,6,48,6,644
2006-09-07,2006,3,9,36,7,2007,2,6,48,7,645
2006-09-08,2006,3,9,36,8,2007,2,6,48,8,646
2006-09-09,2006,3,9,36,9,2007,2,6,48,9,647
2006-09-10,2006,3,9,37,10,2007,2,6,49,10,648
2006-09-11,2006,3,9,37,11,2007,2,6,49,11,649
2006-09-12,2006,3,9,37,12,2007,2,6,49,12,650
2006-09-13,2006,3,9,37,13,2007,2,6,49,13,651
2006-09-14,2006,3,9,37,14,2007,2,6,49,14,652
2006-09-15,2006,3,9,37,15,2007,2,6,49,15,653
2006-09-16,2006,3,9,37,16,2007,2,6,49,16,654
2006-09-17,2006,3,9,38,17,2007,2,6,50,17,655
2006-09-18,2006,3,9,38,18,2007,2,6,50,18,656
2006-09-19,2006,3,9,38,19,2007,2,6,50,19,657
2006-09-20,2006,3,9,38,20,2007,2,6,50,20,658
2006-09-21,2006,3,9,38,21,2007,2,6,50,21,659
2006-09-22,2006,3,9,38,22,2007,2,6,50,22,660
2006-09-23,2006,3,9,38,23,2007,2,6,50,23,661
2006-09-24,2006,3,9,39,24,2007,2,6,51,24,662
2006-09-25,2006,3,9,39,25,2007,2,6,51,25,663
2006-09-26,2006,3,9,39,26,2007,2,6,51,26,664
2006-09-27,2006,3,9,39,27,2007,2,6,51,27,665
2006-09-28,2006,3,9,39,28,2007,2,6,51,28,666
2006-09-29,2006,3,9,39,29,2007,2,6,51,29,667
2006-09-30,2006,3,9,39,30,2007,2,6,51,30,668
2006-10-01,2006,4,10,40,1,2007,3,7,52,1,669
2006-10-02,2006,4,10,40,2,2007,3,7,52,2,670
2006-10-03,2006,4,10,40,3,2007,3,7,52,3,671
2006-10-04,2006,4,10,40,4,2007,3,7,52,4,672
2006-10-05,2006,4,10,40,5,2007,3,7,52,5,673
2006-10-06,2006,4,10,40,6,2007,3,7,52,6,674
2006-10-07,2006,4,10,40,7,2007,3,7,52,7,675
2006-10-08,2006,4,10,41,8,2007,3,7,53,8,676
2006-10-09,2006,4,10,41,9,2007,3,7,53,9,677
2006-10-10,2006,4,10,41,10,2007,3,7,53,10,678
2006-10-11,2006,4,10,41,11,2007,3,7,53,11,679
2006-10-12,2006,4,10,41,12,2007,3,7,53,12,680
2006-10-13,2006,4,10,41,13,2007,3,7,53,13,681
2006-10-14,2006,4,10,41,14,2007,3,7,53,14,682
2006-10-15,2006,4,10,42,15,2007,3,7,54,15,683
2006-10-16,2006,4,10,42,16,2007,3,7,54,16,684
2006-10-17,2006,4,10,42,17,2007,3,7,54,17,685
2006-10-18,2006,4,10,42,18,2007,3,7,54,18,686
2006-10-19,2006,4,10,42,19,2007,3,7,54,19,687
2006-10-20,2006,4,10,42,20,2007,3,7,54,20,688
2006-10-21,2006,4,10,42,21,2007,3,7,54,21,689
2006-10-22,2006,4,10,43,22,2007,3,7,55,22,690
2006-10-23,2006,4,10,43,23,2007,3,7,55,23,691
2006-10-24,2006,4,10,43,24,2007,3,7,55,24,692
2006-10-25,2006,4,10,43,25,2007,3,7,55,25,693
2006-10-26,2006,4,10,43,26,2007,3,7,55,26,694
2006-10-27,2006,4,10,43,27,2007,3,7,55,27,695
2006-10-28,2006,4,10,43,28,2007,3,7,55,28,696
2006-10-29,2006,4,10,44,29,2007,3,7,56,29,697
2006-10-30,2006,4,10,44,30,2007,3,7,56,30,698
2006-10-31,2006,4,10,44,31,2007,3,7,56,31,699
2006-11-01,2006,4,11,44,1,2007,3,8,56,1,700
2006-11-02,2006,4,11,44,2,2007,3,8,56,2,701
2006-11-03,2006,4,11,44,3,2007,3,8,56,3,702
2006-11-04,2006,4,11,44,4,2007,3,8,56,4,703
2006-11-05,2006,4,11,45,5,2007,3,8,57,5,704
2006-11-06,2006,4,11,45,6,2007,3,8,57,6,705
2006-11-07,2006,4,11,45,7,2007,3,8,57,7,706
2006-11-08,2006,4,11,45,8,2007,3,8,57,8,707
2006-11-09,2006,4,11,45,9,2007,3,8,57,9,708
2006-11-10,2006,4,11,45,10,2007,3,8,57,10,709
2006-11-11,2006,4,11,45,11,2007,3,8,57,11,710
2006-11-12,2006,4,11,46,12,2007,3,8,58,12,711
2006-11-13,2006,4,11,46,13,2007,3,8,58,13,712
2006-11-14,2006,4,11,46,14,2007,3,8,58,14,713
2006-11-15,2006,4,11,46,15,2007,3,8,58,15,714
2006-11-16,2006,4,11,46,16,2007,3,8,58,16,715
2006-11-17,2006,4,11,46,17,2007,3,8,58,17,716
2006-11-18,2006,4,11,46,18,2007,3,8,58,18,717
2006-11-19,2006,4,11,47,19,2007,3,8,59,19,718
2006-11-20,2006,4,11,47,20,2007,3,8,59,20,719
2006-11-21,2006,4,11,47,21,2007,3,8,59,21,720
2006-11-22,2006,4,11,47,22,2007,3,8,59,22,721
2006-11-23,2006,4,11,47,23,2007,3,8,59,23,722
2006-11-24,2006,4,11,47,24,2007,3,8,59,24,723
2006-11-25,2006,4,11,47,25,2007,3,8,59,25,724
2006-11-26,2006,4,11,48,26,2007,3,8,60,26,725
2006-11-27,2006,4,11,48,27,2007,3,8,60,27,726
2006-11-28,2006,4,11,48,28,2007,3,8,60,28,727
2006-11-29,2006,4,11,48,29,2007,3,8,60,29,728
2006-11-30,2006,4,11,48,30,2007,3,8,60,30,729
2006-12-01,2006,4,12,48,1,2007,3,9,60,1,730
2006-12-02,2006,4,12,48,2,2007,3,9,60,2,731
2006-12-03,2006,4,12,49,3,2007,3,9,61,3,732
2006-12-04,2006,4,12,49,4,2007,3,9,61,4,733
2006-12-05,2006,4,12,49,5,2007,3,9,61,5,734
2006-12-06,2006,4,12,49,6,2007,3,9,61,6,735
2006-12-07,2006,4,12,49,7,2007,3,9,61,7,736
2006-12-08,2006,4,12,49,8,2007,3,9,61,8,737
2006-12-09,2006,4,12,49,9,2007,3,9,61,9,738
2006-12-10,2006,4,12,50,10,2007,3,9,62,10,739
2006-12-11,2006,4,12,50,11,2007,3,9,62,11,740
2006-12-12,2006,4,12,50,12,2007,3,9,62,12,741
2006-12-13,2006,4,12,50,13,2007,3,9,62,13,742
2006-12-14,2006,4,12,50,14,2007,3,9,62,14,743
2006-12-15,2006,4,12,50,15,2007,3,9,62,15,744
2006-12-16,2006,4,12,50,16,2007,3,9,62,16,745
2006-12-17,2006,4,12,51,17,2007,3,9,63,17,746
2006-12-18,2006,4,12,51,18,2007,3,9,63,18,747
2006-12-19,2006,4,12,51,19,2007,3,9,63,19,748
2006-12-20,2006,4,12,51,20,2007,3,9,63,20,749
2006-12-21,2006,4,12,51,21,2007,3,9,63,21,750
2006-12-22,2006,4,12,51,22,2007,3,9,63,22,751
2006-12-23,2006,4,12,51,23,2007,3,9,63,23,752
2006-12-24,2006,4,12,52,24,2007,3,9,64,24,753
2006-12-25,2006,4,12,52,25,2007,3,9,64,25,754
2006-12-26,2006,4,12,52,26,2007,3,9,64,26,755
2006-12-27,2006,4,12,52,27,2007,3,9,64,27,756
2006-12-28,2006,4,12,52,28,2007,3,9,64,28,757
2006-12-29,2006,4,12,52,29,2007,3,9,64,29,758
2006-12-30,2006,4,12,52,30,2007,3,9,64,30,759
2006-12-31,2006,4,12,1,31,2007,3,9,41,31,760
2007-01-01,2007,1,1,1,1,2007,4,10,41,1,761
2007-01-02,2007,1,1,1,2,2007,4,10,41,2,762
2007-01-03,2007,1,1,1,3,2007,4,10,41,3,763
2007-01-04,2007,1,1,1,4,2007,4,10,41,4,764
2007-01-05,2007,1,1,1,5,2007,4,10,41,5,765
2007-01-06,2007,1,1,1,6,2007,4,10,41,6,766
2007-01-07,2007,1,1,2,7,2007,4,10,42,7,767
2007-01-08,2007,1,1,2,8,2007,4,10,42,8,768
2007-01-09,2007,1,1,2,9,2007,4,10,42,9,769
2007-01-10,2007,1,1,2,10,2007,4,10,42,10,770
2007-01-11,2007,1,1,2,11,2007,4,10,42,11,771
2007-01-12,2007,1,1,2,12,2007,4,10,42,12,772
2007-01-13,2007,1,1,2,13,2007,4,10,42,13,773
2007-01-14,2007,1,1,3,14,2007,4,10,43,14,774
2007-01-15,2007,1,1,3,15,2007,4,10,43,15,775
2007-01-16,2007,1,1,3,16,2007,4,10,43,16,776
2007-01-17,2007,1,1,3,17,2007,4,10,43,17,777
2007-01-18,2007,1,1,3,18,2007,4,10,43,18,778
2007-01-19,2007,1,1,3,19,2007,4,10,43,19,779
2007-01-20,2007,1,1,3,20,2007,4,10,43,20,780
2007-01-21,2007,1,1,4,21,2007,4,10,44,21,781
2007-01-22,2007,1,1,4,22,2007,4,10,44,22,782
2007-01-23,2007,1,1,4,23,2007,4,10,44,23,783
2007-01-24,2007,1,1,4,24,2007,4,10,44,24,784
2007-01-25,2007,1,1,4,25,2007,4,10,44,25,785
2007-01-26,2007,1,1,4,26,2007,4,10,44,26,786
2007-01-27,2007,1,1,4,27,2007,4,10,44,27,787
2007-01-28,2007,1,1,5,28,2007,4,10,45,28,788
2007-01-29,2007,1,1,5,29,2007,4,10,45,29,789
2007-01-30,2007,1,1,5,30,2007,4,10,45,30,790
2007-01-31,2007,1,1,5,31,2007,4,10,45,31,791
2007-02-01,2007,1,2,5,1,2007,4,11,45,1,792
2007-02-02,2007,1,2,5,2,2007,4,11,45,2,793
2007-02-03,2007,1,2,5,3,2007,4,11,45,3,794
2007-02-04,2007,1,2,6,4,2007,4,11,46,4,795
2007-02-05,2007,1,2,6,5,2007,4,11,46,5,796
2007-02-06,2007,1,2,6,6,2007,4,11,46,6,797
2007-02-07,2007,1,2,6,7,2007,4,11,46,7,798
2007-02-08,2007,1,2,6,8,2007,4,11,46,8,799
2007-02-09,2007,1,2,6,9,2007,4,11,46,9,800
2007-02-10,2007,1,2,6,10,2007,4,11,46,10,801
2007-02-11,2007,1,2,7,11,2007,4,11,47,11,802
2007-02-12,2007,1,2,7,12,2007,4,11,47,12,803
2007-02-13,2007,1,2,7,13,2007,4,11,47,13,804
2007-02-14,2007,1,2,7,14,2007,4,11,47,14,805
2007-02-15,2007,1,2,7,15,2007,4,11,47,15,806
2007-02-16,2007,1,2,7,16,2007,4,11,47,16,807
2007-02-17,2007,1,2,7,17,2007,4,11,47,17,808
2007-02-18,2007,1,2,8,18,2007,4,11,48,18,809
2007-02-19,2007,1,2,8,19,2007,4,11,48,19,810
2007-02-20,2007,1,2,8,20,2007,4,11,48,20,811
2007-02-21,2007,1,2,8,21,2007,4,11,48,21,812
2007-02-22,2007,1,2,8,22,2007,4,11,48,22,813
2007-02-23,2007,1,2,8,23,2007,4,11,48,23,814
2007-02-24,2007,1,2,8,24,2007,4,11,48,24,815
2007-02-25,2007,1,2,9,25,2007,4,11,49,25,816
2007-02-26,2007,1,2,9,26,2007,4,11,49,26,817
2007-02-27,2007,1,2,9,27,2007,4,11,49,27,818
2007-02-28,2007,1,2,9,28,2007,4,11,49,28,819
2007-03-01,2007,1,3,9,1,2007,4,12,49,1,820
2007-03-02,2007,1,3,9,2,2007,4,12,49,2,821
2007-03-03,2007,1,3,9,3,2007,4,12,49,3,822
2007-03-04,2007,1,3,10,4,2007,4,12,50,4,823
2007-03-05,2007,1,3,10,5,2007,4,12,50,5,824
2007-03-06,2007,1,3,10,6,2007,4,12,50,6,825
2007-03-07,2007,1,3,10,7,2007,4,12,50,7,826
2007-03-08,2007,1,3,10,8,2007,4,12,50,8,827
2007-03-09,2007,1,3,10,9,2007,4,12,50,9,828
2007-03-10,2007,1,3,10,10,2007,4,12,50,10,829
2007-03-11,2007,1,3,11,11,2007,4,12,51,11,830
2007-03-12,2007,1,3,11,12,2007,4,12,51,12,831
2007-03-13,2007,1,3,11,13,2007,4,12,51,13,832
2007-03-14,2007,1,3,11,14,2007,4,12,51,14,833
2007-03-15,2007,1,3,11,15,2007,4,12,51,15,834
2007-03-16,2007,1,3,11,16,2007,4,12,51,16,835
2007-03-17,2007,1,3,11,17,2007,4,12,51,17,836
2007-03-18,2007,1,3,12,18,2007,4,12,24,18,837
2007-03-19,2007,1,3,12,19,2007,4,12,24,19,838
2007-03-20,2007,1,3,12,20,2007,4,12,24,20,839
2007-03-21,2007,1,3,12,21,2007,4,12,24,21,840
2007-03-22,2007,1,3,12,22,2007,4,12,24,22,841
2007-03-23,2007,1,3,12,23,2007,4,12,24,23,842
2007-03-24,2007,1,3,12,24,2007,4,12,24,24,843
2007-03-25,2007,1,3,13,25,2007,4,12,25,25,844
2007-03-26,2007,1,3,13,26,2007,4,12,25,26,845
2007-03-27,2007,1,3,13,27,2007,4,12,25,27,846
2007-03-28,2007,1,3,13,28,2007,4,12,25,28,847
2007-03-29,2007,1,3,13,29,2007,4,12,25,29,848
2007-03-30,2007,1,3,13,30,2007,4,12,25,30,849
2007-03-31,2007,1,3,13,31,2007,4,12,25,31,850
2007-04-01,2007,2,4,14,1,2008,1,1,26,1,851
2007-04-02,2007,2,4,14,2,2008,1,1,26,2,852
2007-04-03,2007,2,4,14,3,2008,1,1,26,3,853
2007-04-04,2007,2,4,14,4,2008,1,1,26,4,854
2007-04-05,2007,2,4,14,5,2008,1,1,26,5,855
2007-04-06,2007,2,4,14,6,2008,1,1,26,6,856
2007-04-07,2007,2,4,14,7,2008,1,1,26,7,857
2007-04-08,2007,2,4,15,8,2008,1,1,27,8,858
2007-04-09,2007,2,4,15,9,2008,1,1,27,9,859
2007-04-10,2007,2,4,15,10,2008,1,1,27,10,860
2007-04-11,2007,2,4,15,11,2008,1,1,27,11,861
2007-04-12,2007,2,4,15,12,2008,1,1,27,12,862
2007-04-13,2007,2,4,15,13,2008,1,1,27,13,863
2007-04-14,2007,2,4,15,14,2008,1,1,27,14,864
2007-04-15,2007,2,4,16,15,2008,1,1,28,15,865
2007-04-16,2007,2,4,16,16,2008,1,1,28,16,866
2007-04-17,2007,2,4,16,17,2008,1,1,28,17,867
2007-04-18,2007,2,4,16,18,2008,1,1,28,18,868
2007-04-19,2007,2,4,16,19,2008,1,1,28,19,869
2007-04-20,2007,2,4,16,20,2008,1,1,28,20,870
2007-04-21,2007,2,4,16,21,2008,1,1,28,21,871
2007-04-22,2007,2,4,17,22,2008,1,1,29,22,872
2007-04-23,2007,2,4,17,23,2008,1,1,29,23,873
2007-04-24,2007,2,4,17,24,2008,1,1,29,24,874
2007-04-25,2007,2,4,17,25,2008,1,1,29,25,875
2007-04-26,2007,2,4,17,26,2008,1,1,29,26,876
2007-04-27,2007,2,4,17,27,2008,1,1,29,27,877
2007-04-28,2007,2,4,17,28,2008,1,1,29,28,878
2007-04-29,2007,2,4,18,29,2008,1,1,30,29,879
2007-04-30,2007,2,4,18,30,2008,1,1,30,30,880
2007-05-01,2007,2,5,18,1,2008,1,2,30,1,881
2007-05-02,2007,2,5,18,2,2008,1,2,30,2,882
2007-05-03,2007,2,5,18,3,2008,1,2,30,3,883
2007-05-04,2007,2,5,18,4,2008,1,2,30,4,884
2007-05-05,2007,2,5,18,5,2008,1,2,30,5,885
2007-05-06,2007,2,5,19,6,2008,1,2,31,6,886
2007-05-07,2007,2,5,19,7,2008,1,2,31,7,887
2007-05-08,2007,2,5,19,8,2008,1,2,31,8,888
2007-05-09,2007,2,5,19,9,2008,1,2,31,9,889
2007-05-10,2007,2,5,19,10,2008,1,2,31,10,890
2007-05-11,2007,2,5,19,11,2008,1,2,31,11,891
2007-05-12,2007,2,5,19,12,2008,1,2,31,12,892
2007-05-13,2007,2,5,20,13,2008,1,2,32,13,893
2007-05-14,2007,2,5,20,14,2008,1,2,32,14,894
2007-05-15,2007,2,5,20,15,2008,1,2,32,15,895
2007-05-16,2007,2,5,20,16,2008,1,2,32,16,896
