SalesDate,Year,Quarter,Month,Week,Day,FiscalYear,FiscalQuarter,FiscalMonth,FiscalWeek,FiscalDay,SalesDate_SK
2006-03-23,2006,1,3,12,23,2006,4,12,24,23,448
2006-03-24,2006,1,3,12,24,2006,4,12,24,24,449
2006-03-25,2006,1,3,12,25,2006,4,12,24,25,450
2006-03-26,2006,1,3,13,26,2006,4,12,25,26,451
2006-03-27,2006,1,3,13,27,2006,4,12,25,27,452
2006-03-28,2006,1,3,13,28,2006,4,12,25,28,453
2006-03-29,2006,1,3,13,29,2006,4,12,25,29,454
2006-03-30,2006,1,3,13,30,2006,4,12,25,30,455
2006-03-31,2006,1,3,13,31,2006,4,12,25,31,456
2006-04-01,2006,2,4,13,1,2007,1,1,25,1,457
2006-04-02,2006,2,4,14,2,2007,1,1,26,2,458
2006-04-03,2006,2,4,14,3,2007,1,1,26,3,459
2006-04-04,2006,2,4,14,4,2007,1,1,26,4,460
2006-04-05,2006,2,4,14,5,2007,1,1,26,5,461
2006-04-06,2006,2,4,14,6,2007,1,1,26,6,462
2006-04-07,2006,2,4,14,7,2007,1,1,26,7,463
2006-04-08,2006,2,4,14,8,2007,1,1,26,8,464
2006-04-09,2006,2,4,15,9,2007,1,1,27,9,465
2006-04-10,2006,2,4,15,10,2007,1,1,27,10,466
2006-04-11,2006,2,4,15,11,2007,1,1,27,11,467
2006-04-12,2006,2,4,15,12,2007,1,1,27,12,468
2006-04-13,2006,2,4,15,13,2007,1,1,27,13,469
2006-04-14,2006,2,4,15,14,2007,1,1,27,14,470
2006-04-15,2006,2,4,15,15,2007,1,1,27,15,471
2006-04-16,2006,2,4,16,16,2007,1,1,28,16,472
2006-04-17,2006,2,4,16,17,2007,1,1,28,17,473
2006-04-18,2006,2,4,16,18,2007,1,1,28,18,474
2006-04-19,2006,2,4,16,19,2007,1,1,28,19,475
2006-04-20,2006,2,4,16,20,2007,1,1,28,20,476
2006-04-21,2006,2,4,16,21,2007,1,1,28,21,477
2006-04-22,2006,2,4,16,22,2007,1,1,28,22,478
2006-04-23,2006,2,4,17,23,2007,1,1,29,23,479
2006-04-24,2006,2,4,17,24,2007,1,1,29,24,480
2006-04-25,2006,2,4,17,25,2007,1,1,29,25,481
2006-04-26,2006,2,4,17,26,2007,1,1,29,26,482
2006-04-27,2006,2,4,17,27,2007,1,1,29,27,483
2006-04-28,2006,2,4,17,28,2007,1,1,29,28,484
2006-04-29,2006,2,4,17,29,2007,1,1,29,29,485
2006-04-30,2006,2,4,18,30,2007,1,1,30,30,486
2006-05-01,2006,2,5,18,1,2007,1,2,30,1,487
2006-05-02,2006,2,5,18,2,2007,1,2,30,2,488
2006-05-03,2006,2,5,18,3,2007,1,2,30,3,489
2006-05-04,2006,2,5,18,4,2007,1,2,30,4,490
2006-05-05,2006,2,5,18,5,2007,1,2,30,5,491
2006-05-06,2006,2,5,18,6,2007,1,2,30,6,492
2006-05-07,2006,2,5,19,7,2007,1,2,31,7,493
2006-05-08,2006,2,5,19,8,2007,1,2,31,8,494
2006-05-09,2006,2,5,19,9,2007,1,2,31,9,495
2006-05-10,2006,2,5,19,10,2007,1,2,31,10,496
2006-05-11,2006,2,5,19,11,2007,1,2,31,11,497
2006-05-12,2006,2,5,19,12,2007,1,2,31,12,498
2006-05-13,2006,2,5,19,13,2007,1,2,31,13,499
2006-05-14,2006,2,5,20,14,2007,1,2,32,14,500
2006-05-15,2006,2,5,20,15,2007,1,2,32,15,501
2006-05-16,2006,2,5,20,16,2007,1,2,32,16,502
2006-05-17,2006,2,5,20,17,2007,1,2,32,17,503
2006-05-18,2006,2,5,20,18,2007,1,2,32,18,504
2006-05-19,2006,2,5,20,19,2007,1,2,32,19,505
2006-05-20,2006,2,5,20,20,2007,1,2,32,20,506
2006-05-21,2006,2,5,21,21,2007,1,2,33,21,507
2006-05-22,2006,2,5,21,22,2007,1,2,33,22,508
2006-05-23,2006,2,5,21,23,2007,1,2,33,23,509
2006-05-24,2006,2,5,21,24,2007,1,2,33,24,510
2006-05-25,2006,2,5,21,25,2007,1,2,33,25,511
2006-05-26,2006,2,5,21,26,2007,1,2,33,26,512
2006-05-27,2006,2,5,21,27,2007,1,2,33,27,513
2006-05-28,2006,2,5,22,28,2007,1,2,34,28,514
2006-05-29,2006,2,5,22,29,2007,1,2,34,29,515
2006-05-30,2006,2,5,22,30,2007,1,2,34,30,516
2006-05-31,2006,2,5,22,31,2007,1,2,34,31,517
2006-06-01,2006,2,6,22,1,2007,1,3,34,1,518
2006-06-02,2006,2,6,22,2,2007,1,3,34,2,519
2006-06-03,2006,2,6,22,3,2007,1,3,34,3,520
2006-06-04,2006,2,6,23,4,2007,1,3,35,4,521
2006-06-05,2006,2,6,23,5,2007,1,3,35,5,522
2006-06-06,2006,2,6,23,6,2007,1,3,35,6,523
2006-06-07,2006,2,6,23,7,2007,1,3,35,7,524
2006-06-08,2006,2,6,23,8,2007,1,3,35,8,525
2006-06-09,2006,2,6,23,9,2007,1,3,35,9,526
2006-06-10,2006,2,6,23,10,2007,1,3,35,10,527
2006-06-11,2006,2,6,24,11,2007,1,3,36,11,528
2006-06-12,2006,2,6,24,12,2007,1,3,36,12,529
2006-06-13,2006,2,6,24,13,2007,1,3,36,13,530
2006-06-14,2006,2,6,24,14,2007,1,3,36,14,531
2006-06-15,2006,2,6,24,15,2007,1,3,36,15,532
2006-06-16,2006,2,6,24,16,2007,1,3,36,16,533
2006-06-17,2006,2,6,24,17,2007,1,3,36,17,534
2006-06-18,2006,2,6,25,18,2007,1,3,37,18,535
2006-06-19,2006,2,6,25,19,2007,1,3,37,19,536
2006-06-20,2006,2,6,25,20,2007,1,3,37,20,537
2006-06-21,2006,2,6,25,21,2007,1,3,37,21,538
2006-06-22,2006,2,6,25,22,2007,1,3,37,22,539
2006-06-23,2006,2,6,25,23,2007,1,3,37,23,540
2006-06-24,2006,2,6,25,24,2007,1,3,37,24,541
2006-06-25,2006,2,6,26,25,2007,1,3,38,25,542
2006-06-26,2006,2,6,26,26,2007,1,3,38,26,543
2006-06-27,2006,2,6,26,27,2007,1,3,38,27,544
2006-06-28,2006,2,6,26,28,2007,1,3,38,28,545
2006-06-29,2006,2,6,26,29,2007,1,3,38,29,546
2006-06-30,2006,2,6,26,30,2007,1,3,38,30,547
2006-07-01,2006,3,7,26,1,2007,2,4,38,1,548
2006-07-02,2006,3,7,27,2,2007,2,4,39,2,549
2006-07-03,2006,3,7,27,3,2007,2,4,39,3,550
2006-07-04,2006,3,7,27,4,2007,2,4,39,4,551
2006-07-05,2006,3,7,27,5,2007,2,4,39,5,552
2006-07-06,2006,3,7,27,6,2007,2,4,39,6,553
2006-07-07,2006,3,7,27,7,2007,2,4,39,7,554
2006-07-08,2006,3,7,27,8,2007,2,4,39,8,555
2006-07-09,2006,3,7,28,9,2007,2,4,40,9,556
2006-07-10,2006,3,7,28,10,2007,2,4,40,10,557
2006-07-11,2006,3,7,28,11,2007,2,4,40,11,558
2006-07-12,2006,3,7,28,12,2007,2,4,40,12,559
2006-07-13,2006,3,7,28,13,2007,2,4,40,13,560
2006-07-14,2006,3,7,28,14,2007,2,4,40,14,561
2006-07-15,2006,3,7,28,15,2007,2,4,40,15,562
2006-07-16,2006,3,7,29,16,2007,2,4,41,16,563
2006-07-17,2006,3,7,29,17,2007,2,4,41,17,564
2006-07-18,2006,3,7,29,18,2007,2,4,41,18,565
2006-07-19,2006,3,7,29,19,2007,2,4,41,19,566
2006-07-20,2006,3,7,29,20,2007,2,4,41,20,567
2006-07-21,2006,3,7,29,21,2007,2,4,41,21,568
2006-07-22,2006,3,7,29,22,2007,2,4,41,22,569
2006-07-23,2006,3,7,30,23,2007,2,4,42,23,570
2006-07-24,2006,3,7,30,24,2007,2,4,42,24,571
2006-07-25,2006,3,7,30,25,2007,2,4,42,25,572
2006-07-26,2006,3,7,30,26,2007,2,4,42,26,573
2006-07-27,2006,3,7,30,27,2007,2,4,42,27,574
2006-07-28,2006,3,7,30,28,2007,2,4,42,28,575
2006-07-29,2006,3,7,30,29,2007,2,4,42,29,576
2006-07-30,2006,3,7,31,30,2007,2,4,43,30,577
2006-07-31,2006,3,7,31,31,2007,2,4,43,31,578
2006-08-01,2006,3,8,31,1,2007,2,5,43,1,579
2006-08-02,2006,3,8,31,2,2007,2,5,43,2,580
2006-08-03,2006,3,8,31,3,2007,2,5,43,3,581
2006-08-04,2006,3,8,31,4,2007,2,5,43,4,582
2006-08-05,2006,3,8,31,5,2007,2,5,43,5,583
2006-08-06,2006,3,8,32,6,2007,2,5,44,6,584
2006-08-07,2006,3,8,32,7,2007,2,5,44,7,585
2006-08-08,2006,3,8,32,8,2007,2,5,44,8,586
2006-08-09,2006,3,8,32,9,2007,2,5,44,9,587
2006-08-10,2006,3,8,32,10,2007,2,5,44,10,588
2006-08-11,2006,3,8,32,11,2007,2,5,44,11,589
2006-08-12,2006,3,8,32,12,2007,2,5,44,12,590
2006-08-13,2006,3,8,33,13,2007,2,5,45,13,591
2006-08-14,2006,3,8,33,14,2007,2,5,45,14,592
2006-08-15,2006,3,8,33,15,2007,2,5,45,15,593
2006-08-16,2006,3,8,33,16,2007,2,5,45,16,594
2006-08-17,2006,3,8,33,17,2007,2,5,45,17,595
2006-08-18,2006,3,8,33,18,2007,2,5,45,18,596
2006-08-19,2006,3,8,33,19,2007,2,5,45,19,597
2006-08-20,2006,3,8,34,20,2007,2,5,46,20,598
2006-08-21,2006,3,8,34,21,2007,2,5,46,21,599
2006-08-22,2006,3,8,34,22,2007,2,5,46,22,600
2006-08-23,2006,3,8,34,23,2007,2,5,46,23,601
2006-08-24,2006,3,8,34,24,2007,2,5,46,24,602
2006-08-25,2006,3,8,34,25,2007,2,5,46,25,603
2006-08-26,2006,3,8,34,26,2007,2,5,46,26,604
2006-08-27,2006,3,8,35,27,2007,2,5,47,27,605
2006-08-28,2006,3,8,35,28,2007,2,5,47,28,606
2006-08-29,2006,3,8,35,29,2007,2,5,47,29,607
2006-08-30,2006,3,8,35,30,2007,2,5,47,30,608
2006-08-31,2006,3,8,35,31,2007,2,5,47,31,609
2006-09-01,2006,3,9,35,1,2007,2,6,47,1,610
2006-09-02,2006,3,9,35,2,2007,2,6,47,2,611
2006-09-03,2006,3,9,36,3,2007,2,6,48,3,612
2006-09-04,2006,3,9,36,4,2007,2,6,48,4,613
2006-09-05,2006,3,9,36,5,2007,2,6,48,5,614
2006-09-06,2006,3,9,36,6,2007,2,6,48,6,615
2006-09-07,2006,3,9,36,7,2007,2,6,48,7,616
2006-09-08,2006,3,9,36,8,2007,2,6,48,8,617
2006-09-09,2006,3,9,36,9,2007,2,6,48,9,618
2006-09-10,2006,3,9,37,10,2007,2,6,49,10,619
2006-09-11,2006,3,9,37,11,2007,2,6,49,11,620
2006-09-12,2006,3,9,37,12,2007,2,6,49,12,621
2006-09-13,2006,3,9,37,13,2007,2,6,49,13,622
2006-09-14,2006,3,9,37,14,2007,2,6,49,14,623
2006-09-15,2006,3,9,37,15,2007,2,6,49,15,624
2006-09-16,2006,3,9,37,16,2007,2,6,49,16,625
2006-09-17,2006,3,9,38,17,2007,2,6,50,17,626
2006-09-18,2006,3,9,38,18,2007,2,6,50,18,627
2006-09-19,2006,3,9,38,19,2007,2,6,50,19,628
2006-09-20,2006,3,9,38,20,2007,2,6,50,20,629
2006-09-21,2006,3,9,38,21,2007,2,6,50,21,630
2006-09-22,2006,3,9,38,22,2007,2,6,50,22,631
2006-09-23,2006,3,9,38,23,2007,2,6,50,23,632
2006-09-24,2006,3,9,39,24,2007,2,6,51,24,633
2006-09-25,2006,3,9,39,25,2007,2,6,51,25,634
2006-09-26,2006,3,9,39,26,2007,2,6,51,26,635
2006-09-27,2006,3,9,39,27,2007,2,6,51,27,636
2006-09-28,2006,3,9,39,28,2007,2,6,51,28,637
2006-09-29,2006,3,9,39,29,2007,2,6,51,29,638
2006-09-30,2006,3,9,39,30,2007,2,6,51,30,639
2006-10-01,2006,4,10,40,1,2007,3,7,52,1,640
2006-10-02,2006,4,10,40,2,2007,3,7,52,2,641
2006-10-03,2006,4,10,40,3,2007,3,7,52,3,642
2006-10-04,2006,4,10,40,4,2007,3,7,52,4,643
2006-10-05,2006,4,10,40,5,2007,3,7,52,5,644
2006-10-06,2006,4,10,40,6,2007,3,7,52,6,645
2006-10-07,2006,4,10,40,7,2007,3,7,52,7,646
2006-10-08,2006,4,10,41,8,2007,3,7,53,8,647
2006-10-09,2006,4,10,41,9,2007,3,7,53,9,648
2006-10-10,2006,4,10,41,10,2007,3,7,53,10,649
2006-10-11,2006,4,10,41,11,2007,3,7,53,11,650
2006-10-12,2006,4,10,41,12,2007,3,7,53,12,651
2006-10-13,2006,4,10,41,13,2007,3,7,53,13,652
2006-10-14,2006,4,10,41,14,2007,3,7,53,14,653
2006-10-15,2006,4,10,42,15,2007,3,7,54,15,654
2006-10-16,2006,4,10,42,16,2007,3,7,54,16,655
2006-10-17,2006,4,10,42,17,2007,3,7,54,17,656
2006-10-18,2006,4,10,42,18,2007,3,7,54,18,657
2006-10-19,2006,4,10,42,19,2007,3,7,54,19,658
2006-10-20,2006,4,10,42,20,2007,3,7,54,20,659
2006-10-21,2006,4,10,42,21,2007,3,7,54,21,660
2006-10-22,2006,4,10,43,22,2007,3,7,55,22,661
2006-10-23,2006,4,10,43,23,2007,3,7,55,23,662
2006-10-24,2006,4,10,43,24,2007,3,7,55,24,663
2006-10-25,2006,4,10,43,25,2007,3,7,55,25,664
2006-10-26,2006,4,10,43,26,2007,3,7,55,26,665
2006-10-27,2006,4,10,43,27,2007,3,7,55,27,666
2006-10-28,2006,4,10,43,28,2007,3,7,55,28,667
2006-10-29,2006,4,10,44,29,2007,3,7,56,29,668
2006-10-30,2006,4,10,44,30,2007,3,7,56,30,669
2006-10-31,2006,4,10,44,31,2007,3,7,56,31,670
2006-11-01,2006,4,11,44,1,2007,3,8,56,1,671
2006-11-02,2006,4,11,44,2,2007,3,8,56,2,672
2006-11-03,2006,4,11,44,3,2007,3,8,56,3,673
2006-11-04,2006,4,11,44,4,2007,3,8,56,4,674
2006-11-05,2006,4,11,45,5,2007,3,8,57,5,675
2006-11-06,2006,4,11,45,6,2007,3,8,57,6,676
2006-11-07,2006,4,11,45,7,2007,3,8,57,7,677
2006-11-08,2006,4,11,45,8,2007,3,8,57,8,678
2006-11-09,2006,4,11,45,9,2007,3,8,57,9,679
2006-11-10,2006,4,11,45,10,2007,3,8,57,10,680
2006-11-11,2006,4,11,45,11,2007,3,8,57,11,681
2006-11-12,2006,4,11,46,12,2007,3,8,58,12,682
2006-11-13,2006,4,11,46,13,2007,3,8,58,13,683
2006-11-14,2006,4,11,46,14,2007,3,8,58,14,684
2006-11-15,2006,4,11,46,15,2007,3,8,58,15,685
2006-11-16,2006,4,11,46,16,2007,3,8,58,16,686
2006-11-17,2006,4,11,46,17,2007,3,8,58,17,687
2006-11-18,2006,4,11,46,18,2007,3,8,58,18,688
2006-11-19,2006,4,11,47,19,2007,3,8,59,19,689
2006-11-20,2006,4,11,47,20,2007,3,8,59,20,690
2006-11-21,2006,4,11,47,21,2007,3,8,59,21,691
2006-11-22,2006,4,11,47,22,2007,3,8,59,22,692
2006-11-23,2006,4,11,47,23,2007,3,8,59,23,693
2006-11-24,2006,4,11,47,24,2007,3,8,59,24,694
2006-11-25,2006,4,11,47,25,2007,3,8,59,25,695
2006-11-26,2006,4,11,48,26,2007,3,8,60,26,696
2006-11-27,2006,4,11,48,27,2007,3,8,60,27,697
2006-11-28,2006,4,11,48,28,2007,3,8,60,28,698
2006-11-29,2006,4,11,48,29,2007,3,8,60,29,699
2006-11-30,2006,4,11,48,30,2007,3,8,60,30,700
2006-12-01,2006,4,12,48,1,2007,3,9,60,1,701
2006-12-02,2006,4,12,48,2,2007,3,9,60,2,702
2006-12-03,2006,4,12,49,3,2007,3,9,61,3,703
2006-12-04,2006,4,12,49,4,2007,3,9,61,4,704
2006-12-05,2006,4,12,49,5,2007,3,9,61,5,705
2006-12-06,2006,4,12,49,6,2007,3,9,61,6,706
2006-12-07,2006,4,12,49,7,2007,3,9,61,7,707
2006-12-08,2006,4,12,49,8,2007,3,9,61,8,708
2006-12-09,2006,4,12,49,9,2007,3,9,61,9,709
2006-12-10,2006,4,12,50,10,2007,3,9,62,10,710
2006-12-11,2006,4,12,50,11,2007,3,9,62,11,711
2006-12-12,2006,4,12,50,12,2007,3,9,62,12,712
2006-12-13,2006,4,12,50,13,2007,3,9,62,13,713
2006-12-14,2006,4,12,50,14,2007,3,9,62,14,714
2006-12-15,2006,4,12,50,15,2007,3,9,62,15,715
2006-12-16,2006,4,12,50,16,2007,3,9,62,16,716
2006-12-17,2006,4,12,51,17,2007,3,9,63,17,717
2006-12-18,2006,4,12,51,18,2007,3,9,63,18,718
2006-12-19,2006,4,12,51,19,2007,3,9,63,19,719
2006-12-20,2006,4,12,51,20,2007,3,9,63,20,720
2006-12-21,2006,4,12,51,21,2007,3,9,63,21,721
2006-12-22,2006,4,12,51,22,2007,3,9,63,22,722
2006-12-23,2006,4,12,51,23,2007,3,9,63,23,723
2006-12-24,2006,4,12,52,24,2007,3,9,64,24,724
2006-12-25,2006,4,12,52,25,2007,3,9,64,25,725
2006-12-26,2006,4,12,52,26,2007,3,9,64,26,726
2006-12-27,2006,4,12,52,27,2007,3,9,64,27,727
2006-12-28,2006,4,12,52,28,2007,3,9,64,28,728
2006-12-29,2006,4,12,52,29,2007,3,9,64,29,729
2006-12-30,2006,4,12,52,30,2007,3,9,64,30,730
2006-12-31,2006,4,12,1,31,2007,3,9,41,31,731
2007-01-01,2007,1,1,1,1,2007,4,10,41,1,732
2007-01-02,2007,1,1,1,2,2007,4,10,41,2,733
2007-01-03,2007,1,1,1,3,2007,4,10,41,3,734
2007-01-04,2007,1,1,1,4,2007,4,10,41,4,735
2007-01-05,2007,1,1,1,5,2007,4,10,41,5,736
2007-01-06,2007,1,1,1,6,2007,4,10,41,6,737
2007-01-07,2007,1,1,2,7,2007,4,10,42,7,738
2007-01-08,2007,1,1,2,8,2007,4,10,42,8,739
2007-01-09,2007,1,1,2,9,2007,4,10,42,9,740
2007-01-10,2007,1,1,2,10,2007,4,10,42,10,741
2007-01-11,2007,1,1,2,11,2007,4,10,42,11,742
2007-01-12,2007,1,1,2,12,2007,4,10,42,12,743
2007-01-13,2007,1,1,2,13,2007,4,10,42,13,744
2007-01-14,2007,1,1,3,14,2007,4,10,43,14,745
2007-01-15,2007,1,1,3,15,2007,4,10,43,15,746
2007-01-16,2007,1,1,3,16,2007,4,10,43,16,747
2007-01-17,2007,1,1,3,17,2007,4,10,43,17,748
2007-01-18,2007,1,1,3,18,2007,4,10,43,18,749
2007-01-19,2007,1,1,3,19,2007,4,10,43,19,750
2007-01-20,2007,1,1,3,20,2007,4,10,43,20,751
2007-01-21,2007,1,1,4,21,2007,4,10,44,21,752
2007-01-22,2007,1,1,4,22,2007,4,10,44,22,753
2007-01-23,2007,1,1,4,23,2007,4,10,44,23,754
2007-01-24,2007,1,1,4,24,2007,4,10,44,24,755
2007-01-25,2007,1,1,4,25,2007,4,10,44,25,756
2007-01-26,2007,1,1,4,26,2007,4,10,44,26,757
2007-01-27,2007,1,1,4,27,2007,4,10,44,27,758
2007-01-28,2007,1,1,5,28,2007,4,10,45,28,759
2007-01-29,2007,1,1,5,29,2007,4,10,45,29,760
2007-01-30,2007,1,1,5,30,2007,4,10,45,30,761
2007-01-31,2007,1,1,5,31,2007,4,10,45,31,762
2007-02-01,2007,1,2,5,1,2007,4,11,45,1,763
2007-02-02,2007,1,2,5,2,2007,4,11,45,2,764
2007-02-03,2007,1,2,5,3,2007,4,11,45,3,765
2007-02-04,2007,1,2,6,4,2007,4,11,46,4,766
2007-02-05,2007,1,2,6,5,2007,4,11,46,5,767
2007-02-06,2007,1,2,6,6,2007,4,11,46,6,768
2007-02-07,2007,1,2,6,7,2007,4,11,46,7,769
2007-02-08,2007,1,2,6,8,2007,4,11,46,8,770
2007-02-09,2007,1,2,6,9,2007,4,11,46,9,771
2007-02-10,2007,1,2,6,10,2007,4,11,46,10,772
2007-02-11,2007,1,2,7,11,2007,4,11,47,11,773
2007-02-12,2007,1,2,7,12,2007,4,11,47,12,774
2007-02-13,2007,1,2,7,13,2007,4,11,47,13,775
2007-02-14,2007,1,2,7,14,2007,4,11,47,14,776
2007-02-15,2007,1,2,7,15,2007,4,11,47,15,777
2007-02-16,2007,1,2,7,16,2007,4,11,47,16,778
2007-02-17,2007,1,2,7,17,2007,4,11,47,17,779
2007-02-18,2007,1,2,8,18,2007,4,11,48,18,780
2007-02-19,2007,1,2,8,19,2007,4,11,48,19,781
2007-02-20,2007,1,2,8,20,2007,4,11,48,20,782
2007-02-21,2007,1,2,8,21,2007,4,11,48,21,783
2007-02-22,2007,1,2,8,22,2007,4,11,48,22,784
2007-02-23,2007,1,2,8,23,2007,4,11,48,23,785
2007-02-24,2007,1,2,8,24,2007,4,11,48,24,786
2007-02-25,2007,1,2,9,25,2007,4,11,49,25,787
2007-02-26,2007,1,2,9,26,2007,4,11,49,26,788
2007-02-27,2007,1,2,9,27,2007,4,11,49,27,789
2007-02-28,2007,1,2,9,28,2007,4,11,49,28,790
2007-03-01,2007,1,3,9,1,2007,4,12,49,1,791
2007-03-02,2007,1,3,9,2,2007,4,12,49,2,792
2007-03-03,2007,1,3,9,3,2007,4,12,49,3,793
2007-03-04,2007,1,3,10,4,2007,4,12,50,4,794
2007-03-05,2007,1,3,10,5,2007,4,12,50,5,795
2007-03-06,2007,1,3,10,6,2007,4,12,50,6,796
2007-03-07,2007,1,3,10,7,2007,4,12,50,7,797
2007-03-08,2007,1,3,10,8,2007,4,12,50,8,798
2007-03-09,2007,1,3,10,9,2007,4,12,50,9,799
2007-03-10,2007,1,3,10,10,2007,4,12,50,10,800
2007-03-11,2007,1,3,11,11,2007,4,12,51,11,801
2007-03-12,2007,1,3,11,12,2007,4,12,51,12,802
2007-03-13,2007,1,3,11,13,2007,4,12,51,13,803
2007-03-14,2007,1,3,11,14,2007,4,12,51,14,804
2007-03-15,2007,1,3,11,15,2007,4,12,51,15,805
2007-03-16,2007,1,3,11,16,2007,4,12,51,16,806
2007-03-17,2007,1,3,11,17,2007,4,12,51,17,807
2007-03-18,2007,1,3,12,18,2007,4,12,24,18,808
2007-03-19,2007,1,3,12,19,2007,4,12,24,19,809
2007-03-20,2007,1,3,12,20,2007,4,12,24,20,810
2007-03-21,2007,1,3,12,21,2007,4,12,24,21,811
2007-03-22,2007,1,3,12,22,2007,4,12,24,22,812
2007-03-23,2007,1,3,12,23,2007,4,12,24,23,813
2007-03-24,2007,1,3,12,24,2007,4,12,24,24,814
2007-03-25,2007,1,3,13,25,2007,4,12,25,25,815
2007-03-26,2007,1,3,13,26,2007,4,12,25,26,816
2007-03-27,2007,1,3,13,27,2007,4,12,25,27,817
2007-03-28,2007,1,3,13,28,2007,4,12,25,28,818
2007-03-29,2007,1,3,13,29,2007,4,12,25,29,819
2007-03-30,2007,1,3,13,30,2007,4,12,25,30,820
2007-03-31,2007,1,3,13,31,2007,4,12,25,31,821
2007-04-01,2007,2,4,14,1,2008,1,1,26,1,822
2007-04-02,2007,2,4,14,2,2008,1,1,26,2,823
2007-04-03,2007,2,4,14,3,2008,1,1,26,3,824
2007-04-04,2007,2,4,14,4,2008,1,1,26,4,825
2007-04-05,2007,2,4,14,5,2008,1,1,26,5,826
2007-04-06,2007,2,4,14,6,2008,1,1,26,6,827
2007-04-07,2007,2,4,14,7,2008,1,1,26,7,828
2007-04-08,2007,2,4,15,8,2008,1,1,27,8,829
2007-04-09,2007,2,4,15,9,2008,1,1,27,9,830
2007-04-10,2007,2,4,15,10,2008,1,1,27,10,831
2007-04-11,2007,2,4,15,11,2008,1,1,27,11,832
2007-04-12,2007,2,4,15,12,2008,1,1,27,12,833
2007-04-13,2007,2,4,15,13,2008,1,1,27,13,834
2007-04-14,2007,2,4,15,14,2008,1,1,27,14,835
2007-04-15,2007,2,4,16,15,2008,1,1,28,15,836
2007-04-16,2007,2,4,16,16,2008,1,1,28,16,837
2007-04-17,2007,2,4,16,17,2008,1,1,28,17,838
2007-04-18,2007,2,4,16,18,2008,1,1,28,18,839
2007-04-19,2007,2,4,16,19,2008,1,1,28,19,840
2007-04-20,2007,2,4,16,20,2008,1,1,28,20,841
2007-04-21,2007,2,4,16,21,2008,1,1,28,21,842
2007-04-22,2007,2,4,17,22,2008,1,1,29,22,843
2007-04-23,2007,2,4,17,23,2008,1,1,29,23,844
2007-04-24,2007,2,4,17,24,2008,1,1,29,24,845
2007-04-25,2007,2,4,17,25,2008,1,1,29,25,846
2007-04-26,2007,2,4,17,26,2008,1,1,29,26,847
2007-04-27,2007,2,4,17,27,2008,1,1,29,27,848
2007-04-28,2007,2,4,17,28,2008,1,1,29,28,849
2007-04-29,2007,2,4,18,29,2008,1,1,30,29,850
2007-04-30,2007,2,4,18,30,2008,1,1,30,30,851
2007-05-01,2007,2,5,18,1,2008,1,2,30,1,852
2007-05-02,2007,2,5,18,2,2008,1,2,30,2,853
2007-05-03,2007,2,5,18,3,2008,1,2,30,3,854
2007-05-04,2007,2,5,18,4,2008,1,2,30,4,855
2007-05-05,2007,2,5,18,5,2008,1,2,30,5,856
2007-05-06,2007,2,5,19,6,2008,1,2,31,6,857
2007-05-07,2007,2,5,19,7,2008,1,2,31,7,858
2007-05-08,2007,2,5,19,8,2008,1,2,31,8,859
2007-05-09,2007,2,5,19,9,2008,1,2,31,9,860
2007-05-10,2007,2,5,19,10,2008,1,2,31,10,861
2007-05-11,2007,2,5,19,11,2008,1,2,31,11,862
2007-05-12,2007,2,5,19,12,2008,1,2,31,12,863
2007-05-13,2007,2,5,20,13,2008,1,2,32,13,864
2007-05-14,2007,2,5,20,14,2008,1,2,32,14,865
2007-05-15,2007,2,5,20,15,2008,1,2,32,15,866
2007-05-16,2007,2,5,20,16,2008,1,2,32,16,867
2007-05-17,2007,2,5,20,17,2008,1,2,32,17,868
2007-05-18,2007,2,5,20,18,2008,1,2,32,18,869
2007-05-19,2007,2,5,20,19,2008,1,2,32,19,870
2007-05-20,2007,2,5,21,20,2008,1,2,33,20,871
2007-05-21,2007,2,5,21,21,2008,1,2,33,21,872
2007-05-22,2007,2,5,21,22,2008,1,2,33,22,873
2007-05-23,2007,2,5,21,23,2008,1,2,33,23,874
2007-05-24,2007,2,5,21,24,2008,1,2,33,24,875
2007-05-25,2007,2,5,21,25,2008,1,2,33,25,876
2007-05-26,2007,2,5,21,26,2008,1,2,33,26,877
2007-05-27,2007,2,5,22,27,2008,1,2,34,27,878
2007-05-28,2007,2,5,22,28,2008,1,2,34,28,879
2007-05-29,2007,2,5,22,29,2008,1,2,34,29,880
2007-05-30,2007,2,5,22,30,2008,1,2,34,30,881
2007-05-31,2007,2,5,22,31,2008,1,2,34,31,882
2007-06-01,2007,2,6,22,1,2008,1,3,34,1,883
2007-06-02,2007,2,6,22,2,2008,1,3,34,2,884
2007-06-03,2007,2,6,23,3,2008,1,3,35,3,885
2007-06-04,2007,2,6,23,4,2008,1,3,35,4,886
2007-06-05,2007,2,6,23,5,2008,1,3,35,5,887
2007-06-06,2007,2,6,23,6,2008,1,3,35,6,888
2007-06-07,2007,2,6,23,7,2008,1,3,35,7,889
2007-06-08,2007,2,6,23,8,2008,1,3,35,8,890
2007-06-09,2007,2,6,23,9,2008,1,3,35,9,891
2007-06-10,2007,2,6,24,10,2008,1,3,36,10,892
2007-06-11,2007,2,6,24,11,2008,1,3,36,11,893
2007-06-12,2007,2,6,24,12,2008,1,3,36,12,894
2007-06-13,2007,2,6,24,13,2008,1,3,36,13,895
2007-06-14,2007,2,6,24,14,2008,1,3,36,14,896
