invoice,custID,prodID,salesDate,amt,qty,discounted
1591,2,37,29-11-06,232,162,0
1592,20,75,2/7/10,274,65,0
1592,20,38,2/7/10,235,93,0
1592,20,50,2/7/10,175,73,0
1592,20,90,2/7/10,329,182,0
1593,19,51,1/1/09,266,99,0
1593,19,83,1/1/09,306,76,0
1594,19,79,1/1/08,230,20,0
1594,19,95,1/1/08,248,190,0
1594,19,38,1/1/08,131,39,0
1595,14,87,28-11-07,204,86,0
1596,2,54,8/4/06,359,53,0
1597,2,54,8/4/07,329,48,0
1597,2,16,8/4/07,118,12,0
1597,2,95,8/4/07,259,192,0
1598,25,56,21-04-09,221,62,0
1599,25,34,21-04-08,284,42,0
1600,14,87,4/1/06,236,90,0
1601,25,34,21-04-05,264,113,0
1601,25,74,21-04-05,311,17,0
1602,2,66,8/4/09,147,111,0
1603,19,67,1/1/05,321,145,0
1603,19,13,1/1/05,126,115,0
1603,19,38,1/1/05,243,94,0
1604,26,91,9/6/10,186,196,0
1604,26,70,9/6/10,100,37,0
1605,19,46,1/1/07,116,62,0
1605,19,28,1/1/07,347,138,0
1606,19,101,1/1/06,209,74,0
1606,19,52,1/1/06,388,82,0
1606,19,46,1/1/06,166,58,0
1607,3,13,23-10-10,293,105,0
1608,17,20,27-10-05,119,30,0
1608,17,12,27-10-05,165,121,0
1609,38,26,28-08-05,193,137,0
1609,38,100,28-08-05,202,87,0
1610,38,1,28-08-07,299,65,0
1611,38,95,28-08-08,204,155,0
1612,38,8,28-08-09,251,101,0
1613,17,90,27-09-10,271,14,0
1613,17,28,27-09-10,105,89,0
1614,32,24,26-05-09,120,35,0
1615,10,20,10/12/09,314,163,0
1616,32,54,26-05-07,196,110,0
1617,31,6,17-10-10,212,104,0
1618,19,76,21-02-07,363,81,0
1619,21,4,10/3/08,149,45,0
1620,19,85,21-02-05,263,116,0
1620,19,29,21-02-05,249,48,0
1621,26,32,12/11/09,348,38,1
1621,26,88,12/11/09,253,158,1
1621,26,76,12/11/09,285,157,1
1622,8,35,23-04-08,208,168,0
1623,21,67,10/3/06,292,65,0
1624,19,40,21-02-08,212,151,0
1624,19,16,21-02-08,294,68,0
1625,8,67,27-06-06,147,181,0
1625,8,61,27-06-06,220,139,0
1626,22,1,6/6/07,375,113,0
1626,22,42,6/6/07,355,190,0
1627,7,104,28-10-06,262,50,0
1627,7,51,28-10-06,133,76,0
1628,22,43,6/6/09,307,98,0
1629,22,4,6/6/08,253,195,0
1630,13,17,12/5/09,393,21,0
1631,13,32,12/5/08,368,106,0
1631,13,35,12/5/08,224,94,0
1632,12,39,20-07-07,174,112,0
1633,39,58,22-05-09,229,168,0
1634,39,64,22-05-06,157,67,0
1635,39,24,22-05-07,102,113,0
1635,39,103,22-05-07,135,142,0
1635,39,68,22-05-07,240,162,0
1636,39,101,22-05-05,364,78,0
1636,39,70,22-05-05,175,187,0
1637,13,79,12/5/07,235,178,0
1638,13,50,12/5/06,349,97,0
1639,5,69,18-12-07,262,115,0
1640,17,67,10/7/06,205,139,0
1640,17,37,10/7/06,112,96,0
1640,17,56,10/7/06,237,163,0
1641,20,9,20-06-09,397,127,0
1642,19,76,26-06-10,392,146,0
1643,7,15,5/9/10,222,61,0
1644,24,37,19-10-10,321,17,0
1644,24,41,19-10-10,316,133,0
1645,32,95,22-08-08,223,22,0
1645,32,74,22-08-08,286,155,0
1646,32,30,22-08-09,318,73,0
1646,32,84,22-08-09,371,79,0
1647,22,93,10/2/10,132,108,0
1648,32,53,22-08-05,178,10,0
1648,32,66,22-08-05,382,22,0
1649,32,22,22-08-06,384,162,0
1649,32,101,22-08-06,191,88,0
1650,21,97,31-01-10,214,72,0
1650,21,16,31-01-10,276,110,0
1650,21,79,31-01-10,120,143,0
1651,32,68,27-05-05,144,107,0
1652,8,102,23-04-07,137,89,0
1653,32,73,27-05-08,266,103,0
1653,32,59,27-05-08,253,31,0
1654,32,54,27-05-09,259,138,0
1655,14,101,19-05-05,349,199,0
1655,14,11,19-05-05,288,140,0
1655,14,48,19-05-05,234,151,0
1655,14,53,19-05-05,165,66,0
1656,14,49,19-05-06,292,138,0
1657,23,10,12/8/10,220,164,0
1657,23,99,12/8/10,308,148,0
1657,23,41,12/8/10,325,96,0
1658,32,49,30-03-05,133,110,0
1658,32,86,30-03-05,124,117,0
1658,32,43,30-03-05,169,186,0
1659,28,44,30-07-07,194,175,0
1660,29,42,24-10-08,307,89,0
1660,29,37,24-10-08,168,114,0
1660,29,101,24-10-08,125,139,0
1661,2,27,16-06-10,362,77,0
1661,2,62,16-06-10,235,195,0
1662,7,72,9/9/07,365,159,0
1662,7,76,9/9/07,117,179,0
1662,7,84,9/9/07,105,50,0
1663,7,95,9/9/05,142,49,0
1663,7,16,9/9/05,376,129,0
1664,7,91,9/9/09,246,56,0
1665,18,3,13-08-10,159,92,0
1666,12,6,26-10-07,365,61,0
1667,12,73,26-10-05,351,29,0
1667,12,20,26-10-05,247,133,0
1667,12,34,26-10-05,212,33,0
1668,21,103,7/2/06,204,37,0
1669,29,32,27-08-05,357,89,0
1670,39,85,10/5/08,399,89,0
1671,2,60,19-07-07,266,128,0
1672,2,11,19-07-06,385,117,0
1673,8,24,8/5/07,279,66,0
1674,8,9,8/5/06,212,76,0
1674,8,67,8/5/06,386,174,0
1675,8,12,8/5/05,335,108,0
1676,2,70,19-07-09,109,130,0
1677,39,49,10/5/07,288,146,0
1677,39,6,10/5/07,345,56,0
1678,39,4,10/5/06,363,103,0
1679,34,93,24-06-09,149,153,0
1680,10,28,15-04-06,184,123,0
1680,10,12,15-04-06,326,30,0
1681,33,78,29-08-06,377,38,0
1682,10,73,15-04-05,176,71,0
1683,33,55,29-08-08,184,83,0
1683,33,81,29-08-08,378,156,0
1684,26,30,9/2/10,377,68,0
1684,26,20,9/2/10,157,162,0
1685,10,42,15-04-08,377,29,0
1685,10,63,15-04-08,257,160,0
1685,10,31,15-04-08,114,43,0
1686,23,56,24-02-05,246,69,0
1686,23,25,24-02-05,317,186,0
1687,21,88,25-10-10,396,94,0
1687,21,78,25-10-10,117,197,0
1688,5,83,3/4/08,370,36,0
1689,1,85,20-01-07,265,122,0
1690,5,102,3/4/05,266,114,0
1691,5,14,3/4/07,271,159,0
1691,5,87,3/4/07,200,96,0
1691,5,50,3/4/07,113,138,0
1692,18,23,29-04-10,188,33,0
1692,18,33,29-04-10,155,136,0
1693,29,10,2/2/06,129,21,0
1693,29,84,2/2/06,283,117,0
1694,16,52,9/11/07,191,138,0
1695,26,80,12/6/09,288,107,0
1695,26,89,12/6/09,300,54,0
1696,2,45,19-12-07,311,13,0
1696,2,98,19-12-07,278,126,0
1697,38,30,28-04-09,290,61,0
1698,2,61,19-12-05,125,41,0
1698,2,85,19-12-05,242,41,0
1699,26,72,20-10-07,212,127,0
1700,12,92,18-01-07,215,46,0
1700,12,34,18-01-07,397,83,0
1701,2,46,19-12-09,146,189,0
1702,32,69,7/2/09,151,197,0
1703,32,105,7/2/08,279,130,0
1703,32,61,7/2/08,307,78,0
1703,32,15,7/2/08,210,180,0
1703,32,9,7/2/08,298,72,0
1704,26,62,12/6/05,131,15,0
1705,31,28,20-08-09,325,32,0
1706,31,91,20-08-07,288,24,0
1706,31,73,20-08-07,321,82,0
1707,31,23,20-08-06,283,121,0
1708,31,27,20-08-05,181,125,0
1708,31,59,20-08-05,156,136,0
1708,31,60,20-08-05,360,21,0
1708,31,64,20-08-05,136,110,0
1709,32,68,7/5/08,361,88,0
1709,32,88,7/5/08,358,67,0
1710,36,63,6/9/10,391,91,0
1711,27,20,23-09-08,245,54,0
1712,31,99,6/5/09,369,108,0
1712,31,37,6/5/09,110,22,0
1712,31,80,6/5/09,142,109,0
1713,18,34,1/1/09,142,17,0
1714,39,58,5/5/08,113,138,0
1714,39,19,5/5/08,139,35,0
1714,39,68,5/5/08,104,78,0
1715,27,73,23-09-05,155,116,0
1715,27,81,23-09-05,218,148,0
1716,39,85,5/5/05,327,77,0
1716,39,62,5/5/05,196,55,0
1717,31,59,6/5/07,367,129,0
1718,14,15,1/2/06,191,21,0
1719,10,29,6/4/06,234,24,0
1720,40,103,22-08-09,117,102,0
1721,20,89,19-08-08,343,50,0
1722,25,16,23-01-10,110,134,0
1722,25,19,23-01-10,248,153,0
1723,40,52,22-08-05,193,191,0
1723,40,17,22-08-05,311,131,0
1724,35,78,10/9/05,220,193,0
1725,15,100,12/4/09,390,158,0
1725,15,96,12/4/09,148,51,0
1726,32,96,3/2/10,349,170,0
1726,32,54,3/2/10,192,54,0
1727,10,94,6/4/09,142,100,0
1727,10,73,6/4/09,355,147,0
1728,15,7,12/4/06,184,15,0
1729,17,18,31-10-07,213,53,0
1730,38,86,28-02-09,237,177,0
1730,38,17,28-02-09,128,142,0
1731,15,66,12/4/07,165,191,0
1732,6,74,19-06-08,337,44,0
1733,14,59,1/2/09,126,64,0
1733,14,105,1/2/09,325,58,0
1733,14,21,1/2/09,174,188,0
1734,1,72,12/1/08,220,35,0
1734,1,14,12/1/08,289,46,0
1735,18,8,30-12-08,134,191,0
1736,18,58,30-12-09,349,156,0
1736,18,6,30-12-09,232,190,0
1737,4,81,26-08-10,181,190,0
1738,18,91,30-12-07,280,82,0
1738,18,5,30-12-07,162,31,0
1739,18,74,30-12-05,305,197,0
1740,20,94,13-06-08,197,52,0
1741,26,97,12/11/06,329,25,0
1742,28,37,29-01-05,186,138,0
1742,28,95,29-01-05,293,56,0
1743,28,90,29-01-09,173,92,0
1743,28,60,29-01-09,355,68,0
1744,28,29,29-01-08,116,52,0
1744,28,1,29-01-08,233,64,0
1745,20,72,13-06-06,158,185,0
1745,20,29,13-06-06,186,173,0
1746,39,77,6/10/06,374,63,0
1746,39,36,6/10/06,149,22,0
1747,39,5,6/10/07,164,40,0
1748,39,31,6/10/05,222,51,0
1749,18,78,31-03-09,352,109,0
1750,38,79,21-08-08,187,74,0
1750,38,25,21-08-08,189,147,0
1751,38,17,21-08-05,133,143,0
1752,2,24,7/8/05,357,106,0
1753,38,68,21-08-07,163,103,0
1753,38,6,21-08-07,355,119,0
1754,17,23,13-10-10,180,111,0
1755,30,96,22-10-08,165,123,0
1756,39,86,6/10/08,298,49,0
1757,39,87,6/10/09,123,152,0
1758,32,20,29-07-06,235,58,0
1759,35,86,6/3/08,298,189,0
1760,18,16,22-01-10,346,198,0
1761,17,68,2/9/06,200,161,0
1761,17,84,2/9/06,102,78,0
1762,2,41,12/3/09,120,146,0
1763,2,70,12/3/06,168,10,0
1763,2,96,12/3/06,330,53,0
1763,2,65,12/3/06,199,63,0
1764,17,61,2/9/09,261,69,0
1764,17,97,2/9/09,185,158,0
1765,2,12,12/3/05,247,187,0
1765,2,13,12/3/05,187,153,0
1765,2,53,12/3/05,191,77,0
1765,2,85,12/3/05,123,110,0
1765,2,93,12/3/05,398,117,0
1766,35,58,6/3/06,362,123,0
1766,35,46,6/3/06,395,106,0
1766,35,94,6/3/06,102,86,0
1767,12,23,9/9/06,265,158,0
1768,18,45,18-07-10,255,112,0
1768,18,69,18-07-10,395,142,0
1769,10,46,8/3/09,199,111,0
1770,20,72,21-02-10,249,39,0
1771,21,74,7/6/05,138,111,0
1771,21,4,7/6/05,348,64,0
1771,21,90,7/6/05,309,59,0
1772,21,17,7/6/07,145,67,0
1773,21,98,7/6/06,329,183,0
1774,8,72,8/1/09,270,116,0
1774,8,35,8/1/09,283,128,0
1774,8,100,8/1/09,249,130,0
1775,8,40,8/1/08,208,52,0
1776,14,46,13-01-10,131,71,0
1777,21,76,7/6/08,265,20,0
1777,21,40,7/6/08,369,62,0
1778,30,95,25-03-08,183,16,0
1779,30,30,25-03-09,249,200,0
1779,30,51,25-03-09,174,73,0
1780,18,56,10/9/06,115,130,0
1780,18,26,10/9/06,271,114,0
1781,20,51,8/4/08,125,188,0
1782,20,39,8/4/07,153,195,0
1782,20,98,8/4/07,324,177,0
1782,20,81,8/4/07,344,147,0
1782,20,33,8/4/07,237,140,0
1783,30,98,25-03-05,205,42,0
1783,30,30,25-03-05,372,125,0
1783,30,7,25-03-05,338,199,0
1784,20,4,8/4/05,313,15,0
1785,30,97,25-03-07,171,132,0
1785,30,100,25-03-07,376,60,0
1786,26,42,12/11/05,310,74,0
1787,38,9,28-02-05,264,61,0
1788,30,24,26-03-10,113,117,0
1788,30,5,26-03-10,388,41,0
1788,30,88,26-03-10,276,27,0
1789,8,27,22-12-05,196,110,0
1790,11,8,18-11-05,344,134,0
1791,17,100,28-02-09,259,183,0
1791,17,11,28-02-09,251,138,0
1791,17,31,28-02-09,213,82,0
1792,11,18,18-11-08,341,177,0
1792,11,64,18-11-08,243,150,0
1793,11,99,18-11-09,350,84,0
1794,8,24,22-12-08,388,34,0
1795,4,78,28-07-07,193,38,0
1795,4,42,28-07-07,133,106,0
1795,4,82,28-07-07,121,87,0
1796,4,66,28-07-05,110,193,0
1797,3,69,4/2/07,109,188,0
1797,3,93,4/2/07,300,74,0
1797,3,26,4/2/07,128,130,0
1798,33,40,5/12/08,357,150,0
1799,18,22,6/7/09,290,116,0
1799,18,23,6/7/09,395,70,0
1800,18,82,6/7/08,258,149,0
1801,33,44,5/12/05,191,91,0
1802,33,47,5/12/07,341,34,0
1803,3,45,4/2/08,192,12,0
1804,4,41,28-07-09,335,92,0
1804,4,37,28-07-09,386,147,0
1805,4,56,28-07-08,259,190,0
1805,4,38,28-07-08,229,143,0
1806,17,66,5/5/10,102,26,0
1807,9,73,3/10/07,293,19,0
1807,9,54,3/10/07,227,104,0
1808,9,65,3/10/06,312,128,0
1809,15,50,20-02-09,378,48,0
1810,20,67,3/10/10,247,59,0
1811,22,23,6/1/10,190,96,0
1812,15,53,7/8/05,225,124,0
1812,15,73,7/8/05,236,164,0
1813,15,53,7/8/06,134,187,0
1814,6,34,7/2/08,249,142,0
1815,10,8,7/6/05,273,92,0
1815,10,60,7/6/05,290,117,0
1816,10,88,7/6/07,141,72,0
1816,10,45,7/6/07,104,160,0
1816,10,27,7/6/07,305,86,0
1817,10,48,7/6/09,154,121,0
1818,1,89,3/8/10,364,39,0
1818,1,7,3/8/10,115,135,0
1819,15,8,7/8/08,233,117,0
1819,15,23,7/8/08,246,197,0
1820,15,78,7/8/09,100,137,0
1821,39,82,13-03-05,333,54,0
1822,14,71,29-06-09,259,180,0
1823,3,77,12/10/08,349,169,0
1824,25,15,15-07-07,361,105,0
1825,9,35,18-11-06,299,25,0
1825,9,8,18-11-06,375,110,0
1826,29,39,29-11-08,355,188,0
1827,32,103,14-03-05,345,84,0
1828,7,58,28-07-09,349,124,0
1829,7,89,28-07-06,235,174,0
1829,7,44,28-07-06,141,30,0
1830,7,99,28-07-07,299,56,0
1830,7,42,28-07-07,318,59,0
1830,7,44,28-07-07,309,100,0
1831,32,62,3/6/10,269,81,0
1832,9,70,18-11-09,149,184,0
1832,9,20,18-11-09,194,98,0
1832,9,9,18-11-09,132,92,0
1832,9,34,18-11-09,388,121,0
1833,5,86,19-02-07,248,70,0
1833,5,103,19-02-07,234,164,0
1834,5,24,19-02-05,194,48,0
1835,23,70,22-10-10,145,106,0
1836,35,53,18-11-08,143,85,0
1836,35,97,18-11-08,316,52,0
1836,35,80,18-11-08,147,12,0
1836,35,70,18-11-08,392,21,0
1837,11,59,30-08-08,323,28,0
1837,11,32,30-08-08,330,152,0
1838,11,76,30-08-09,103,189,0
1839,40,81,10/2/06,267,24,0
1839,40,97,10/2/06,287,23,0
1840,11,66,30-08-07,377,34,0
1841,36,32,5/5/08,390,52,0
1842,35,76,18-11-07,199,89,0
1843,20,22,3/9/10,202,25,0
1843,20,49,3/9/10,337,85,0
1843,20,8,3/9/10,100,107,0
1843,20,6,3/9/10,126,45,0
1843,20,26,3/9/10,161,116,0
1844,13,62,17-09-10,347,70,0
1844,13,88,17-09-10,360,97,0
1845,19,3,30-07-10,299,20,0
1845,19,74,30-07-10,184,46,0
1846,1,104,29-05-09,290,132,0
1846,1,86,29-05-09,372,12,0
1846,1,50,29-05-09,128,146,0
1847,40,74,19-10-07,257,149,0
1848,15,26,15-09-10,189,34,0
1849,1,10,29-05-07,337,50,0
1849,1,28,29-05-07,290,93,0
1850,6,29,10/9/07,195,34,0
1850,6,25,10/9/07,162,163,0
1851,6,82,8/9/05,352,198,0
1851,6,41,8/9/05,312,88,0
1852,17,33,26-11-09,220,191,0
1853,14,84,26-02-07,216,157,0
1854,26,7,2/5/08,351,168,0
1855,17,11,26-11-05,332,13,0
1856,13,78,7/6/07,112,47,0
1856,13,8,7/6/07,324,190,0
1857,37,52,17-05-10,353,47,0
1858,29,70,24-08-06,325,185,0
1859,14,63,26-02-05,226,39,0
1860,25,40,28-05-10,105,170,0
1861,16,31,21-05-09,299,113,0
1861,16,16,21-05-09,305,113,0
1862,29,82,17-10-10,256,51,0
1863,33,7,14-08-10,365,137,0
1863,33,90,14-08-10,163,88,0
1864,26,24,22-03-07,128,41,0
1865,36,49,28-08-06,148,187,0
1866,17,13,2/5/08,361,50,0
1866,17,23,2/5/08,364,134,0
1867,17,78,2/5/09,383,107,0
1867,17,31,2/5/09,379,115,0
1868,19,85,12/6/05,285,83,0
1868,19,72,12/6/05,142,152,0
1869,17,48,2/5/05,244,179,0
1870,19,1,29-07-05,390,112,0
1871,29,83,6/5/10,303,53,0
1871,29,42,6/5/10,389,122,0
1871,29,95,6/5/10,345,191,0
1872,19,90,29-07-06,391,134,0
1872,19,104,29-07-06,197,151,0
1873,33,63,13-02-09,371,45,0
1874,15,77,19-04-10,262,61,0
1875,25,26,25-08-10,382,18,0
1875,25,37,25-08-10,231,179,0
1875,25,3,25-08-10,285,93,0
1876,21,58,4/12/07,288,196,0
1876,21,32,4/12/07,246,163,0
1877,33,54,13-02-05,227,130,0
1877,33,93,13-02-05,107,108,0
1878,33,82,13-02-06,212,154,0
1879,19,100,31-10-08,322,163,0
1880,19,36,31-10-09,117,24,0
1881,24,102,17-11-09,336,120,0
1882,24,75,17-11-08,104,162,0
1883,35,19,27-08-10,308,148,0
1883,35,25,27-08-10,226,130,0
1884,24,103,17-11-05,297,120,0
1885,29,45,20-04-10,186,177,0
1885,29,23,20-04-10,359,102,0
1886,13,72,2/6/07,263,109,0
1887,24,62,17-11-06,136,28,0
1887,24,39,17-11-06,219,69,0
1888,19,85,31-10-07,311,87,0
1889,6,92,8/9/08,230,27,0
1889,6,64,8/9/08,357,75,0
1890,24,31,12/8/10,357,103,0
1891,17,63,26-05-10,332,49,0
1891,17,104,26-05-10,282,175,0
1892,18,52,10/5/07,367,72,0
1893,30,95,30-05-06,243,86,0
1894,9,96,30-06-09,271,30,0
1895,9,48,8/5/06,349,74,0
1895,9,35,8/5/06,352,200,0
1895,9,102,8/5/06,397,147,0
1895,9,21,8/5/06,188,52,0
1896,7,11,4/4/06,318,28,0
1896,7,35,4/4/06,184,56,0
1897,31,6,10/8/10,387,136,0
1898,27,99,26-12-06,355,14,0
1899,9,64,30-06-05,371,84,0
1900,9,23,30-06-06,234,76,0
1901,31,6,20-03-10,131,157,0
1902,15,18,8/7/08,243,191,0
1903,15,52,8/7/06,193,146,0
1903,15,27,8/7/06,320,21,0
1904,15,53,8/7/07,207,193,0
1905,3,26,4/6/05,130,51,0
1905,3,95,4/6/05,165,190,0
1905,3,15,4/6/05,338,104,0
1906,25,59,10/3/10,252,173,0
1906,25,75,10/3/10,280,136,0
1907,28,30,1/5/10,355,153,0
1908,35,15,30-05-07,275,38,0
1908,35,85,30-05-07,320,97,0
1909,35,84,30-05-05,141,22,0
1910,2,92,23-05-10,168,48,0
1911,8,53,1/10/10,294,160,0
1911,8,50,1/10/10,152,95,0
1911,8,19,1/10/10,294,76,0
1912,10,2,28-08-06,398,52,0
1912,10,13,28-08-06,357,74,0
1912,10,41,28-08-06,196,78,0
1913,10,55,28-08-07,185,103,0
1914,34,30,26-12-06,157,80,0
1914,34,76,26-12-06,321,85,0
1914,34,18,26-12-06,102,64,0
1914,34,58,26-12-06,220,31,0
1915,19,40,11/9/08,378,125,0
1915,19,61,11/9/08,353,135,0
1916,19,87,11/9/09,390,46,0
1917,19,58,11/9/06,249,78,0
1918,19,2,11/9/07,169,137,0
1919,2,34,2/9/09,373,58,0
1920,34,18,26-12-09,126,158,0
1920,34,47,26-12-09,245,86,0
1921,10,50,28-08-09,180,140,0
1922,34,41,16-09-05,354,35,0
1923,34,44,16-09-07,322,54,0
1923,34,80,16-09-07,132,93,0
1924,15,25,8/9/06,390,197,0
1924,15,40,8/9/06,185,64,0
1924,15,101,8/9/06,288,122,0
1924,15,58,8/9/06,311,199,0
1924,15,86,8/9/06,127,113,0
1925,36,29,5/1/08,285,55,0
1925,36,103,5/1/08,174,155,0
1926,36,24,5/1/09,352,165,0
1926,36,71,5/1/09,270,159,0
1926,36,62,5/1/09,228,130,0
1927,36,56,5/1/06,288,129,0
1927,36,101,5/1/06,150,135,0
1928,36,100,5/1/07,335,125,0
1929,35,23,17-07-10,266,190,0
1929,35,13,17-07-10,196,173,0
1930,14,103,29-02-08,216,121,0
1930,14,26,29-02-08,328,74,0
1931,34,64,5/5/08,191,57,0
1931,34,91,5/5/08,152,193,0
1932,34,38,5/5/09,314,37,0
1932,34,28,5/5/09,155,90,0
1933,28,72,11/1/08,372,16,0
1934,28,52,11/1/09,189,138,0
1935,28,47,11/1/06,203,38,0
1936,34,30,5/5/05,394,191,0
1936,34,99,5/5/05,288,192,0
1937,34,61,5/5/06,290,46,0
1938,28,38,11/1/05,374,101,0
1939,27,24,28-03-05,147,37,0
1939,27,58,28-03-05,204,52,0
1940,9,12,28-06-09,159,153,0
1940,9,24,28-06-09,295,174,0
1941,27,24,28-03-06,254,86,0
1942,26,2,2/9/08,216,19,0
1943,26,27,2/9/09,125,151,0
1943,26,8,2/9/09,366,90,0
1944,26,35,2/9/06,369,94,0
1944,26,47,2/9/06,202,126,0
1944,26,78,2/9/06,334,64,0
1945,37,70,17-04-09,371,87,0
1946,27,73,28-03-09,399,47,0
1947,9,1,28-06-06,110,11,0
1948,9,23,28-06-05,248,160,0
1949,19,77,23-02-08,332,119,0
1949,19,105,23-02-08,325,31,0
1950,19,79,23-02-09,297,114,0
1951,25,32,11/2/06,102,70,0
1952,28,47,1/7/06,150,15,0
1953,19,19,23-02-05,321,135,0
1954,12,97,29-11-05,188,159,0
1954,12,99,29-11-05,375,106,0
1955,3,3,18-06-08,156,86,0
1956,40,70,18-04-06,298,175,0
1957,38,48,11/12/07,398,170,0
1958,38,30,11/12/06,317,22,0
1958,38,51,11/12/06,259,130,0
1959,36,74,11/8/10,399,96,0
1959,36,54,11/8/10,241,96,0
1960,38,52,11/12/09,201,178,0
1960,38,10,11/12/09,127,152,0
1961,38,50,11/12/08,389,153,0
1962,3,68,18-06-05,392,68,0
1962,3,33,18-06-05,339,70,0
1962,3,71,18-06-05,127,184,0
1963,12,87,5/1/06,220,188,0
1964,3,11,18-06-07,372,79,0
1965,36,47,9/9/10,308,127,0
1966,20,93,11/7/07,128,14,0
1967,33,28,17-07-09,275,139,0
1968,34,35,28-09-10,301,102,0
1969,40,63,17-11-08,204,146,0
1970,26,26,15-02-05,145,134,0
1971,4,95,19-11-08,124,199,0
1972,26,83,15-02-07,119,139,0
1972,26,11,15-02-07,202,28,0
1973,26,45,15-02-06,145,66,0
1974,40,74,17-11-07,309,151,0
1975,40,63,17-11-06,196,22,0
1976,4,35,19-11-09,128,177,0
1977,40,74,2/10/06,395,179,0
1977,40,25,2/10/06,109,24,0
1977,40,27,2/10/06,357,60,0
1977,40,103,2/10/06,227,76,0
1978,40,101,2/10/07,336,11,0
1979,36,13,13-09-10,338,145,0
1980,2,57,30-09-10,121,22,0
1981,40,68,2/10/08,186,100,0
1981,40,59,2/10/08,355,55,0
1982,20,13,5/8/06,400,179,0
1983,20,84,5/8/07,189,41,0
1984,33,82,15-02-05,144,102,0
1985,27,33,26-06-07,352,95,0
1985,27,87,26-06-07,373,145,0
1986,39,87,14-03-10,189,171,0
1986,39,9,14-03-10,250,32,0
1987,27,74,26-06-09,179,81,0
1987,27,14,26-06-09,250,104,0
1988,33,13,15-02-09,125,91,0
1988,33,55,15-02-09,119,126,0
1989,32,83,4/3/10,283,100,0
1990,4,22,19-11-06,332,144,0
1991,34,100,13-01-09,395,162,0
1992,15,23,19-03-05,146,40,0
1993,21,104,13-06-08,315,12,0
1994,21,3,13-06-09,109,166,0
1994,21,103,13-06-09,159,94,0
1995,30,73,22-05-07,367,118,0
1995,30,21,22-05-07,310,51,0
1996,30,96,22-05-09,149,155,0
1997,30,91,22-05-08,108,182,0
1998,15,15,19-03-08,238,185,0
1998,15,77,19-03-08,108,64,0
1999,28,6,12/8/10,142,106,0
2000,34,91,13-01-07,213,89,0
2001,34,12,13-01-06,249,122,0
2001,34,31,13-01-06,362,98,0
2002,36,75,23-04-05,324,36,0
2002,36,54,23-04-05,359,28,0
2003,11,73,11/2/07,369,87,0
2004,36,13,23-04-07,309,58,0
2005,36,61,23-04-06,377,23,0
2006,36,45,23-04-09,224,37,0
2007,36,104,23-04-08,237,131,0
2008,22,105,13-06-08,385,157,0
2009,8,8,9/2/10,279,17,0
2010,20,76,3/2/07,157,82,0
2011,16,10,5/5/10,259,197,0
2011,16,47,5/5/10,138,165,0
2012,33,78,9/8/06,359,189,0
2013,20,36,3/2/08,245,181,0
2013,20,14,3/2/08,197,50,0
2013,20,16,3/2/08,191,133,0
2013,20,100,3/2/08,144,15,0
2014,20,59,3/2/09,376,42,0
2015,7,85,5/5/10,149,35,0
2015,7,60,5/5/10,174,11,0
2016,9,80,1/2/05,324,31,0
2017,22,77,5/11/05,203,10,0
2018,9,93,1/2/08,185,43,0
2018,9,103,1/2/08,296,192,0
2019,9,80,1/2/09,213,89,0
2020,22,78,5/11/08,344,70,0
2020,22,97,5/11/08,201,136,0
2021,22,8,5/11/09,261,159,0
2021,22,65,5/11/09,250,72,0
2022,34,79,30-04-10,151,170,0
2022,34,42,30-04-10,398,196,0
2022,34,76,30-04-10,235,38,0
2023,40,53,5/12/07,334,71,0
2023,40,34,5/12/07,363,119,0
2024,32,33,22-04-06,369,152,0
2024,32,27,22-04-06,385,54,0
2025,32,97,11/2/08,184,59,0
2025,32,18,11/2/08,108,168,0
2026,32,94,11/2/09,148,84,0
2027,32,33,11/2/05,241,72,0
2027,32,42,11/2/05,288,121,0
2027,32,90,11/2/05,382,99,0
2028,32,79,11/2/07,249,31,0
2029,32,61,22-04-08,399,154,0
2030,39,19,27-06-10,317,183,0
2031,14,25,8/1/10,274,102,0
2032,33,14,16-09-08,378,106,0
2032,33,19,16-09-08,196,52,0
2033,14,26,29-04-08,284,72,0
2034,27,81,7/9/10,147,178,0
2035,38,30,25-03-07,190,22,0
2036,13,66,13-07-09,333,96,0
2036,13,59,13-07-09,388,67,0
2037,13,6,13-07-05,243,123,0
2037,13,83,13-07-05,395,103,0
2038,13,26,13-07-06,205,88,0
2038,13,35,13-07-06,287,96,0
2039,14,42,10/12/05,332,29,0
2040,20,2,16-06-08,335,152,0
2040,20,47,16-06-08,209,52,0
2041,14,71,10/12/07,177,140,0
2042,29,70,25-03-07,159,137,0
2043,39,79,26-03-07,218,20,0
2044,39,48,26-03-09,281,190,0
2045,29,70,25-03-09,352,183,0
2046,14,25,10/12/08,203,88,0
2047,1,27,8/10/10,211,107,0
2048,8,31,23-03-10,149,75,0
2049,31,27,26-08-08,331,99,0
2050,31,92,26-08-05,345,142,0
2051,31,30,26-08-06,316,43,0
2052,7,38,19-01-09,380,60,0
2052,7,54,19-01-09,143,95,0
2053,27,54,21-03-08,237,11,0
2054,27,88,21-03-09,108,40,0
2055,9,66,31-10-06,352,192,0
2055,9,81,31-10-06,110,164,0
2055,9,92,31-10-06,376,42,0
2056,9,69,31-10-07,375,168,0
