InvoiceID;CustID;SalesDate;ProdID;Amt;Qty;ShippingMethod;ShippingCost;PaymentMethod;OrderMethod;OrderDate;discounted;Sales By
7115;17;16/12/07;29;247;112;;;;;;0;TPC-W
7116;17;16/12/06;73;239;194;;;;;;0;TPC-W
7116;17;16/12/06;62;236;91;;;;;;0;TPC-W
7117;5;24/08/07;43;156;27;;;;;;0;TPC-W
7118;5;24/08/06;98;115;174;;;;;;0;TPC-W
7119;5;24/08/09;74;107;83;;;;;;0;TPC-W
7119;5;24/08/09;62;328;122;;;;;;0;TPC-W
7119;5;24/08/09;48;223;85;;;;;;0;TPC-W
7120;5;24/08/08;12;285;32;;;;;;0;TPC-W
7121;17;16/12/08;99;218;133;;;;;;0;TPC-W
7122;16;01/08/05;71;319;161;;;;;;0;TPC-W
7123;2;20/06/07;13;243;114;;;;;;0;TPC-W
7124;32;12/06/07;32;117;180;;;;;;0;TPC-W
7125;2;20/06/05;98;384;198;;;;;;0;TPC-W
7126;24;05/02/10;105;139;136;;;;;;0;TPC-W
7127;25;30/04/05;58;171;69;;;;;;0;TPC-W
7127;25;30/04/05;9;160;73;;;;;;0;TPC-W
7128;26;21/09/10;87;191;110;;;;;;0;TPC-W
7129;25;30/04/07;65;225;140;;;;;;0;TPC-W
7130;25;30/04/06;31;257;153;;;;;;0;TPC-W
7130;25;30/04/06;88;356;136;;;;;;0;TPC-W
7131;25;30/04/09;19;234;73;;;;;;0;TPC-W
7132;7;16/02/10;19;261;58;;;;;;0;TPC-W
7133;10;07/11/07;54;135;35;;;;;;0;TPC-W
7133;10;07/11/07;96;115;23;;;;;;0;TPC-W
7134;35;27/05/07;21;329;31;;;;;;0;TPC-W
7134;35;27/05/07;71;384;155;;;;;;0;TPC-W
7134;35;27/05/07;76;194;189;;;;;;0;TPC-W
7135;32;28/10/08;34;279;119;;;;;;0;TPC-W
7136;10;07/11/09;85;393;166;;;;;;0;TPC-W
7137;10;07/11/08;94;279;171;;;;;;0;TPC-W
7138;36;20/10/10;85;397;154;;;;;;0;TPC-W
7138;36;20/10/10;32;275;15;;;;;;0;TPC-W
7139;22;28/06/05;91;357;171;;;;;;0;TPC-W
7139;22;28/06/05;98;340;120;;;;;;0;TPC-W
7140;22;28/06/07;46;189;75;;;;;;0;TPC-W
7141;22;28/06/06;15;274;135;;;;;;0;TPC-W
7141;22;28/06/06;61;219;110;;;;;;0;TPC-W
7141;22;28/06/06;67;382;173;;;;;;0;TPC-W
7142;33;14/09/10;56;123;139;;;;;;0;TPC-W
7143;40;05/10/10;45;135;12;;;;;;0;TPC-W
7144;5;14/06/06;67;385;123;;;;;;0;TPC-W
7145;7;09/11/09;28;298;22;;;;;;0;TPC-W
7146;5;14/06/05;14;149;16;;;;;;0;TPC-W
7147;10;22/04/08;16;237;41;;;;;;0;TPC-W
7148;7;09/11/06;75;220;46;;;;;;0;TPC-W
7148;7;09/11/06;67;353;106;;;;;;0;TPC-W
7149;7;09/11/07;95;243;115;;;;;;0;TPC-W
7150;10;22/04/09;104;264;60;;;;;;0;TPC-W
7150;10;22/04/09;34;342;154;;;;;;0;TPC-W
7151;22;25/01/09;83;280;125;;;;;;0;TPC-W
7151;22;25/01/09;90;196;131;;;;;;0;TPC-W
7152;6;15/05/06;84;215;139;;;;;;0;TPC-W
7153;6;22/06/06;52;328;101;;;;;;0;TPC-W
7153;6;22/06/06;65;242;97;;;;;;0;TPC-W
7153;6;22/06/06;88;195;83;;;;;;0;TPC-W
7153;6;22/06/06;95;119;27;;;;;;0;TPC-W
7154;16;25/04/10;64;181;85;;;;;;0;TPC-W
7154;16;25/04/10;4;186;110;;;;;;0;TPC-W
7155;6;22/06/07;30;392;32;;;;;;0;TPC-W
7156;22;25/01/05;45;270;38;;;;;;0;TPC-W
7156;22;25/01/05;19;340;174;;;;;;0;TPC-W
7157;25;06/06/05;32;361;43;;;;;;0;TPC-W
7157;25;06/06/05;69;355;118;;;;;;0;TPC-W
7158;22;25/01/06;94;194;59;;;;;;0;TPC-W
7159;31;02/10/10;93;228;68;;;;;;0;TPC-W
7160;29;23/05/08;86;327;149;;;;;;0;TPC-W
7161;2;23/08/06;40;285;106;;;;;;0;TPC-W
7161;2;23/08/06;71;337;88;;;;;;0;TPC-W
7161;2;23/08/06;7;160;69;;;;;;0;TPC-W
7161;2;23/08/06;34;362;43;;;;;;0;TPC-W
7161;2;23/08/06;87;175;188;;;;;;0;TPC-W
7161;2;23/08/06;27;227;169;;;;;;0;TPC-W
7162;29;23/05/06;58;278;137;;;;;;0;TPC-W
7162;29;23/05/06;15;216;30;;;;;;0;TPC-W
7163;29;23/05/05;86;274;171;;;;;;0;TPC-W
7163;29;23/05/05;10;117;146;;;;;;0;TPC-W
7164;33;19/04/10;62;205;76;;;;;;0;TPC-W
7165;6;15/05/05;30;198;115;;;;;;0;TPC-W
7165;6;15/05/05;66;299;189;;;;;;0;TPC-W
7166;3;02/04/06;55;103;118;;;;;;0;TPC-W
7167;10;22/04/07;104;189;134;;;;;;0;TPC-W
7168;2;19/10/09;10;364;109;;;;;;0;TPC-W
7169;34;01/10/07;97;274;140;;;;;;0;TPC-W
7169;34;01/10/07;8;288;165;;;;;;0;TPC-W
7170;34;01/10/05;28;325;26;;;;;;0;TPC-W
7171;34;01/10/08;41;256;68;;;;;;0;TPC-W
7171;34;01/10/08;3;222;118;;;;;;0;TPC-W
7172;34;01/10/09;74;260;26;;;;;;0;TPC-W
7173;36;02/08/09;10;396;19;;;;;;0;TPC-W
7174;36;02/08/06;96;364;93;;;;;;0;TPC-W
7175;36;02/08/07;91;277;65;;;;;;0;TPC-W
7175;36;02/08/07;8;164;120;;;;;;0;TPC-W
7176;3;02/04/05;94;398;114;;;;;;0;TPC-W
7177;30;03/03/09;32;169;181;;;;;;0;TPC-W
7177;30;03/03/09;76;190;167;;;;;;0;TPC-W
7177;30;03/03/09;79;277;26;;;;;;0;TPC-W
7178;11;04/08/05;55;392;123;;;;;;0;TPC-W
7179;29;24/09/10;37;363;98;;;;;;0;TPC-W
7180;12;27/05/08;105;294;73;;;;;;0;TPC-W
7180;12;27/05/08;63;347;155;;;;;;0;TPC-W
7181;12;27/05/09;71;369;106;;;;;;0;TPC-W
7181;12;27/05/09;57;323;171;;;;;;0;TPC-W
7182;27;02/06/08;1;201;139;;;;;;0;TPC-W
7183;27;02/06/09;84;248;144;;;;;;0;TPC-W
7183;27;02/06/09;94;380;186;;;;;;0;TPC-W
7184;19;03/11/05;26;252;86;;;;;;0;TPC-W
7184;19;03/11/05;77;114;198;;;;;;0;TPC-W
7184;19;03/11/05;13;139;24;;;;;;0;TPC-W
7184;19;03/11/05;70;121;39;;;;;;0;TPC-W
7185;35;22/01/08;104;213;95;;;;;;0;TPC-W
7186;38;02/02/07;18;122;122;;;;;;0;TPC-W
7187;1;10/03/05;7;278;149;;;;;;0;TPC-W
7188;35;22/01/07;89;355;65;;;;;;0;TPC-W
7188;35;22/01/07;101;116;101;;;;;;0;TPC-W
7188;35;22/01/07;8;125;42;;;;;;0;TPC-W
7189;1;10/03/07;27;254;111;;;;;;0;TPC-W
7190;1;10/03/06;30;194;143;;;;;;0;TPC-W
7191;27;24/05/10;11;187;119;;;;;;0;TPC-W
7191;27;24/05/10;26;334;16;;;;;;0;TPC-W
7191;27;24/05/10;6;388;116;;;;;;0;TPC-W
7192;27;02/06/07;65;125;175;;;;;;0;TPC-W
7193;10;07/08/10;87;254;192;;;;;;0;TPC-W
7193;10;07/08/10;93;365;33;;;;;;0;TPC-W
7194;33;31/01/05;1;198;42;;;;;;0;TPC-W
7195;33;31/01/06;30;129;58;;;;;;0;TPC-W
7195;33;31/01/06;103;302;19;;;;;;0;TPC-W
7196;33;31/01/07;76;229;196;;;;;;0;TPC-W
7196;33;31/01/07;15;320;142;;;;;;0;TPC-W
7196;33;31/01/07;87;170;166;;;;;;0;TPC-W
7197;35;24/06/05;77;384;87;;;;;;0;TPC-W
7198;35;24/06/07;11;333;99;;;;;;0;TPC-W
7198;35;24/06/07;72;378;132;;;;;;0;TPC-W
7199;35;24/06/09;10;244;150;;;;;;0;TPC-W
7199;35;24/06/09;98;187;40;;;;;;0;TPC-W
7200;31;16/09/09;15;277;57;;;;;;0;TPC-W
7201;33;31/01/08;9;174;119;;;;;;0;TPC-W
7202;33;31/01/09;57;276;78;;;;;;0;TPC-W
7202;33;31/01/09;89;201;198;;;;;;0;TPC-W
7202;33;31/01/09;74;127;101;;;;;;0;TPC-W
7203;6;26/04/07;2;246;42;;;;;;0;TPC-W
7204;39;07/02/05;33;152;148;;;;;;0;TPC-W
7205;18;15/01/09;58;333;121;;;;;;0;TPC-W
7205;18;15/01/09;99;325;199;;;;;;0;TPC-W
7206;18;15/01/08;81;190;156;;;;;;0;TPC-W
7207;11;29/09/09;8;145;185;;;;;;0;TPC-W
7207;11;29/09/09;54;210;32;;;;;;0;TPC-W
7208;11;29/09/08;68;312;159;;;;;;0;TPC-W
7208;11;29/09/08;59;124;122;;;;;;0;TPC-W
7209;11;29/09/06;63;318;175;;;;;;0;TPC-W
7210;18;15/01/06;57;191;137;;;;;;0;TPC-W
7211;24;17/06/05;8;189;18;;;;;;0;TPC-W
7211;24;17/06/05;29;193;169;;;;;;0;TPC-W
7212;31;07/02/08;12;201;135;;;;;;0;TPC-W
7212;31;07/02/08;88;277;172;;;;;;0;TPC-W
7213;31;07/02/06;63;248;126;;;;;;0;TPC-W
7214;31;07/02/07;58;374;88;;;;;;0;TPC-W
7215;21;22/10/05;70;243;82;;;;;;0;TPC-W
7216;31;27/03/10;10;101;55;;;;;;0;TPC-W
7217;25;20/09/05;90;326;73;;;;;;0;TPC-W
7218;28;03/10/09;50;239;23;;;;;;0;TPC-W
7218;28;03/10/09;56;386;134;;;;;;0;TPC-W
7219;24;26/09/10;101;101;43;;;;;;0;TPC-W
7219;24;26/09/10;87;387;83;;;;;;0;TPC-W
7220;38;20/11/06;39;173;120;;;;;;0;TPC-W
7221;38;20/11/05;101;282;135;;;;;;0;TPC-W
7221;38;20/11/05;63;383;161;;;;;;0;TPC-W
7222;40;03/07/10;93;119;40;;;;;;0;TPC-W
7222;40;03/07/10;94;220;180;;;;;;0;TPC-W
7223;37;12/12/09;92;386;129;;;;;;0;TPC-W
7224;29;03/03/06;92;315;135;;;;;;0;TPC-W
7224;29;03/03/06;75;365;158;;;;;;0;TPC-W
7225;25;05/08/06;97;251;171;;;;;;0;TPC-W
7226;29;03/03/05;97;115;118;;;;;;0;TPC-W
7227;21;03/02/07;76;297;58;;;;;;0;TPC-W
7227;21;03/02/07;96;346;54;;;;;;0;TPC-W
7227;21;03/02/07;67;217;69;;;;;;0;TPC-W
7228;21;03/02/06;9;304;26;;;;;;0;TPC-W
7229;21;03/02/05;101;158;184;;;;;;0;TPC-W
7230;21;03/02/08;49;379;110;;;;;;0;TPC-W
7230;21;03/02/08;69;256;124;;;;;;0;TPC-W
7231;13;24/06/09;89;153;104;;;;;;0;TPC-W
7231;13;24/06/09;97;287;149;;;;;;0;TPC-W
7232;31;06/02/10;62;366;118;;;;;;0;TPC-W
7233;37;18/08/08;82;292;154;;;;;;0;TPC-W
7234;22;25/05/05;57;177;80;;;;;;0;TPC-W
7234;22;25/05/05;84;131;163;;;;;;0;TPC-W
7235;22;25/05/07;72;387;75;;;;;;0;TPC-W
7236;22;25/05/06;72;317;176;;;;;;0;TPC-W
7236;22;25/05/06;44;280;129;;;;;;0;TPC-W
7237;21;14/03/10;35;321;12;;;;;;0;TPC-W
7238;4;01/01/06;83;328;128;;;;;;0;TPC-W
7239;22;25/05/08;28;328;91;;;;;;0;TPC-W
7240;21;03/09/09;31;367;190;;;;;;0;TPC-W
7241;20;13/04/10;70;141;35;;;;;;0;TPC-W
7241;20;13/04/10;28;385;67;;;;;;0;TPC-W
7242;25;09/07/09;97;218;184;;;;;;0;TPC-W
7243;37;01/10/07;60;147;109;;;;;;0;TPC-W
7243;37;01/10/07;69;210;52;;;;;;0;TPC-W
7243;37;01/10/07;63;276;33;;;;;;0;TPC-W
7243;37;01/10/07;44;101;121;;;;;;0;TPC-W
7244;37;01/10/06;36;314;117;;;;;;0;TPC-W
7245;37;01/10/08;31;375;136;;;;;;0;TPC-W
7246;25;09/07/07;103;119;59;;;;;;0;TPC-W
7247;40;02/10/05;79;135;172;;;;;;0;TPC-W
7247;40;02/10/05;44;205;96;;;;;;0;TPC-W
7248;5;10/03/10;18;225;191;;;;;;0;TPC-W
7249;40;02/10/07;51;305;196;;;;;;0;TPC-W
7250;31;24/09/08;14;164;179;;;;;;0;TPC-W
7250;31;24/09/08;51;360;153;;;;;;0;TPC-W
7250;31;24/09/08;59;303;51;;;;;;0;TPC-W
7251;31;24/09/06;84;128;43;;;;;;0;TPC-W
7252;31;24/09/07;58;142;61;;;;;;0;TPC-W
7253;40;02/10/08;48;208;124;;;;;;0;TPC-W
7254;40;02/10/09;105;245;91;;;;;;0;TPC-W
7255;18;08/07/08;97;297;32;;;;;;0;TPC-W
7256;22;08/03/10;2;230;121;;;;;;0;TPC-W
7257;9;02/03/08;32;204;152;;;;;;0;TPC-W
7258;9;02/03/09;32;200;121;;;;;;0;TPC-W
7258;9;02/03/09;88;274;49;;;;;;0;TPC-W
7259;9;02/03/06;83;266;66;;;;;;0;TPC-W
7260;9;02/03/07;95;221;167;;;;;;0;TPC-W
7261;25;08/06/10;84;147;193;;;;;;0;TPC-W
7262;28;31/08/06;53;237;122;;;;;;0;TPC-W
7263;25;24/09/05;22;287;40;;;;;;0;TPC-W
7264;25;24/09/07;20;313;81;;;;;;0;TPC-W
7264;25;24/09/07;66;308;104;;;;;;0;TPC-W
7264;25;24/09/07;12;287;20;;;;;;0;TPC-W
7264;25;24/09/07;29;238;145;;;;;;0;TPC-W
7264;25;24/09/07;58;285;28;;;;;;0;TPC-W
7265;8;08/01/06;12;215;75;;;;;;0;TPC-W
7265;8;08/01/06;81;312;178;;;;;;0;TPC-W
7265;8;08/01/06;93;290;172;;;;;;0;TPC-W
7266;25;24/09/09;74;167;53;;;;;;0;TPC-W
7267;10;03/08/10;88;266;75;;;;;;0;TPC-W
7267;10;03/08/10;79;178;30;;;;;;0;TPC-W
7267;10;03/08/10;32;157;185;;;;;;0;TPC-W
7268;1;04/09/07;37;273;42;;;;;;0;TPC-W
7269;33;09/05/06;27;158;97;;;;;;0;TPC-W
7269;33;09/05/06;80;296;20;;;;;;0;TPC-W
7270;20;21/02/07;12;297;158;;;;;;0;TPC-W
7270;20;21/02/07;61;205;170;;;;;;0;TPC-W
7271;20;21/02/05;4;346;30;;;;;;0;TPC-W
7271;20;21/02/05;83;376;48;;;;;;0;TPC-W
7271;20;21/02/05;34;349;27;;;;;;0;TPC-W
7272;39;30/09/10;83;367;163;;;;;;0;TPC-W
7273;20;21/02/09;11;213;126;;;;;;0;TPC-W
7273;20;21/02/09;95;152;198;;;;;;0;TPC-W
7274;33;09/05/09;9;198;147;;;;;;0;TPC-W
7274;33;09/05/09;39;127;97;;;;;;0;TPC-W
7275;33;09/05/08;104;384;143;;;;;;0;TPC-W
7275;33;09/05/08;61;399;103;;;;;;0;TPC-W
7275;33;09/05/08;63;251;191;;;;;;0;TPC-W
7276;1;04/09/08;74;126;32;;;;;;0;TPC-W
7277;1;04/09/09;64;285;151;;;;;;0;TPC-W
7277;1;04/09/09;36;383;15;;;;;;0;TPC-W
7278;25;19/05/05;77;283;65;;;;;;0;TPC-W
7279;35;08/04/10;41;229;68;;;;;;0;TPC-W
7280;25;19/05/06;36;226;74;;;;;;0;TPC-W
7280;25;19/05/06;25;274;66;;;;;;0;TPC-W
7281;12;13/09/07;105;396;63;;;;;;0;TPC-W
7282;22;01/08/10;99;227;19;;;;;;0;TPC-W
7283;27;06/11/05;55;255;169;;;;;;0;TPC-W
7284;27;06/11/08;22;318;193;;;;;;0;TPC-W
7285;27;06/11/09;69;286;19;;;;;;0;TPC-W
7285;27;06/11/09;60;253;55;;;;;;0;TPC-W
7286;25;19/05/09;38;136;181;;;;;;0;TPC-W
7286;25;19/05/09;44;373;59;;;;;;0;TPC-W
7287;25;19/05/08;57;310;45;;;;;;0;TPC-W
7288;7;03/06/06;37;135;105;;;;;;0;TPC-W
7289;7;03/06/07;37;103;92;;;;;;0;TPC-W
7290;36;18/01/10;43;298;142;;;;;;0;TPC-W
7290;36;18/01/10;37;183;160;;;;;;0;TPC-W
7291;39;02/03/05;79;116;194;;;;;;0;TPC-W
7292;39;02/03/06;87;398;123;;;;;;0;TPC-W
7293;7;03/06/09;5;130;154;;;;;;0;TPC-W
7293;7;03/06/09;82;255;28;;;;;;0;TPC-W
7293;7;03/06/09;79;249;181;;;;;;0;TPC-W
7293;7;03/06/09;1;372;152;;;;;;0;TPC-W
7294;38;30/03/10;48;326;172;;;;;;0;TPC-W
7295;26;01/01/05;89;143;195;;;;;;0;TPC-W
7295;26;01/01/05;61;394;61;;;;;;0;TPC-W
7296;26;01/01/09;20;221;83;;;;;;0;TPC-W
7297;26;01/01/08;97;123;13;;;;;;0;TPC-W
7298;7;17/09/08;19;137;35;;;;;;0;TPC-W
7299;26;25/02/09;1;167;29;;;;;;0;TPC-W
7299;26;25/02/09;92;133;49;;;;;;0;TPC-W
7300;7;17/09/07;90;121;135;;;;;;0;TPC-W
7301;7;17/09/05;23;228;80;;;;;;0;TPC-W
7302;26;04/11/07;99;103;40;;;;;;0;TPC-W
7303;28;12/11/07;95;391;192;;;;;;0;TPC-W
7304;28;12/11/05;104;110;169;;;;;;0;TPC-W
7305;28;20/05/08;82;269;88;;;;;;0;TPC-W
7306;18;15/06/10;21;284;114;;;;;;0;TPC-W
7307;28;20/05/06;39;105;129;;;;;;0;TPC-W
7308;27;12/05/05;61;200;14;;;;;;0;TPC-W
7309;28;20/05/05;80;163;15;;;;;;0;TPC-W
7309;28;20/05/05;19;375;147;;;;;;0;TPC-W
7310;26;04/11/09;74;236;70;;;;;;0;TPC-W
7311;26;04/11/08;20;243;185;;;;;;0;TPC-W
7312;6;27/08/07;67;130;51;;;;;;0;TPC-W
7313;12;06/06/07;66;250;47;;;;;;0;TPC-W
7314;12;06/06/05;30;163;14;;;;;;0;TPC-W
7314;12;06/06/05;18;131;104;;;;;;0;TPC-W
7315;39;17/12/08;47;110;163;;;;;;0;TPC-W
7315;39;17/12/08;78;201;90;;;;;;0;TPC-W
7315;39;17/12/08;7;328;138;;;;;;0;TPC-W
7316;39;17/12/09;76;289;71;;;;;;0;TPC-W
7316;39;17/12/09;74;293;112;;;;;;0;TPC-W
7317;7;19/01/10;51;280;192;;;;;;0;TPC-W
7318;34;01/08/05;11;166;120;;;;;;0;TPC-W
7319;38;01/11/09;62;162;95;;;;;;0;TPC-W
7319;38;01/11/09;16;281;169;;;;;;0;TPC-W
7320;34;01/08/06;105;105;165;;;;;;0;TPC-W
7320;34;01/08/06;99;112;69;;;;;;0;TPC-W
7321;34;01/08/09;27;113;107;;;;;;0;TPC-W
7322;38;01/11/06;4;139;24;;;;;;0;TPC-W
7323;38;01/11/05;41;388;79;;;;;;0;TPC-W
7324;19;05/11/08;8;294;164;;;;;;0;TPC-W
7325;33;15/08/09;79;121;101;;;;;;0;TPC-W
7326;4;22/10/09;46;244;151;;;;;;0;TPC-W
7327;19;15/03/09;54;164;39;;;;;;0;TPC-W
7327;19;15/03/09;12;111;187;;;;;;0;TPC-W
7327;19;15/03/09;75;328;164;;;;;;0;TPC-W
7328;27;29/08/05;82;245;138;;;;;;0;TPC-W
7328;27;29/08/05;40;242;101;;;;;;0;TPC-W
7329;27;29/08/06;14;293;158;;;;;;0;TPC-W
7330;26;23/11/08;50;316;43;;;;;;0;TPC-W
7331;27;29/08/09;77;129;147;;;;;;0;TPC-W
7331;27;29/08/09;75;205;184;;;;;;0;TPC-W
7331;27;29/08/09;52;268;95;;;;;;0;TPC-W
7332;27;29/08/08;99;181;150;;;;;;0;TPC-W
7333;40;06/09/09;73;247;161;;;;;;0;TPC-W
7333;40;06/09/09;67;315;36;;;;;;0;TPC-W
7333;40;06/09/09;68;225;111;;;;;;0;TPC-W
7334;19;15/03/05;19;274;50;;;;;;0;TPC-W
7335;11;03/09/09;14;283;53;;;;;;0;TPC-W
7335;11;03/09/09;81;123;66;;;;;;0;TPC-W
7336;7;04/10/10;2;306;144;;;;;;0;TPC-W
7337;8;17/07/09;48;262;30;;;;;;0;TPC-W
7338;8;17/07/08;84;262;194;;;;;;0;TPC-W
7338;8;17/07/08;66;398;12;;;;;;0;TPC-W
7339;19;15/03/07;66;136;133;;;;;;0;TPC-W
7340;18;08/05/07;93;207;85;;;;;;0;TPC-W
7340;18;08/05/07;63;221;90;;;;;;0;TPC-W
7341;33;15/11/09;27;222;164;;;;;;0;TPC-W
7342;33;15/11/08;96;259;151;;;;;;0;TPC-W
7342;33;15/11/08;69;395;18;;;;;;0;TPC-W
7343;33;15/11/07;83;346;19;;;;;;0;TPC-W
7344;33;15/11/05;8;193;93;;;;;;0;TPC-W
7345;9;15/05/09;103;210;29;;;;;;0;TPC-W
7346;15;18/08/06;41;201;31;;;;;;0;TPC-W
7346;15;18/08/06;32;294;134;;;;;;0;TPC-W
7346;15;18/08/06;6;298;79;;;;;;0;TPC-W
7346;15;18/08/06;2;182;99;;;;;;0;TPC-W
7347;8;17/07/07;86;244;182;;;;;;0;TPC-W
7347;8;17/07/07;22;267;36;;;;;;0;TPC-W
7347;8;17/07/07;87;290;34;;;;;;0;TPC-W
7348;8;17/07/06;50;365;95;;;;;;0;TPC-W
7349;19;20/10/05;87;199;77;;;;;;0;TPC-W
7350;19;20/10/06;13;139;144;;;;;;0;TPC-W
7350;19;20/10/06;53;182;92;;;;;;0;TPC-W
7351;18;13/01/08;105;172;153;;;;;;0;TPC-W
7351;18;13/01/08;36;163;92;;;;;;0;TPC-W
7351;18;13/01/08;15;268;107;;;;;;0;TPC-W
7351;18;13/01/08;13;190;78;;;;;;0;TPC-W
7352;31;16/02/10;59;337;197;;;;;;0;TPC-W
7352;31;16/02/10;8;277;17;;;;;;0;TPC-W
7352;31;16/02/10;89;149;110;;;;;;0;TPC-W
7353;9;15/05/07;11;162;120;;;;;;0;TPC-W
7354;18;13/01/07;102;225;114;;;;;;0;TPC-W
7354;18;13/01/07;57;352;95;;;;;;0;TPC-W
7355;18;13/01/06;33;133;47;;;;;;0;TPC-W
7356;26;03/03/07;77;397;174;;;;;;0;TPC-W
7357;23;10/10/05;103;310;120;;;;;;0;TPC-W
7358;36;25/06/10;65;354;114;;;;;;0;TPC-W
7359;36;02/12/10;73;157;43;;;;;;0;TPC-W
7359;36;02/12/10;39;315;28;;;;;;0;TPC-W
7360;30;07/10/05;43;339;145;;;;;;0;TPC-W
7361;26;03/03/06;79;327;13;;;;;;0;TPC-W
7361;26;03/03/06;94;355;89;;;;;;0;TPC-W
7361;26;03/03/06;23;291;61;;;;;;0;TPC-W
7362;22;19/11/07;21;162;70;;;;;;0;TPC-W
7363;3;27/04/05;81;123;19;;;;;;0;TPC-W
7363;3;27/04/05;75;250;97;;;;;;0;TPC-W
7363;3;27/04/05;101;208;86;;;;;;0;TPC-W
7364;31;27/04/06;51;379;175;;;;;;0;TPC-W
7364;31;27/04/06;75;143;196;;;;;;0;TPC-W
7364;31;27/04/06;24;351;25;;;;;;0;TPC-W
7365;12;10/09/10;63;138;17;;;;;;0;TPC-W
7366;37;16/11/06;49;109;44;;;;;;0;TPC-W
7367;31;27/04/08;51;336;13;;;;;;0;TPC-W
7368;3;27/04/09;54;269;165;;;;;;0;TPC-W
7368;3;27/04/09;42;206;148;;;;;;0;TPC-W
7369;15;07/03/05;75;249;55;;;;;;0;TPC-W
7370;14;15/09/10;46;139;21;;;;;;0;TPC-W
7370;14;15/09/10;8;190;182;;;;;;0;TPC-W
7371;15;07/03/07;18;388;193;;;;;;0;TPC-W
7371;15;07/03/07;46;126;137;;;;;;0;TPC-W
7371;15;07/03/07;24;349;106;;;;;;0;TPC-W
7372;15;07/03/06;11;299;115;;;;;;0;TPC-W
7372;15;07/03/06;84;311;16;;;;;;0;TPC-W
7372;15;07/03/06;69;319;17;;;;;;0;TPC-W
7373;24;16/06/06;44;139;34;;;;;;0;TPC-W
7373;24;16/06/06;78;269;167;;;;;;0;TPC-W
7374;38;18/05/05;99;261;180;;;;;;0;TPC-W
7375;24;16/06/08;74;360;102;;;;;;0;TPC-W
7376;24;16/06/09;25;323;87;;;;;;0;TPC-W
7377;38;18/05/08;74;101;18;;;;;;0;TPC-W
7377;38;18/05/08;6;309;185;;;;;;0;TPC-W
7378;38;18/05/09;81;225;147;;;;;;0;TPC-W
7378;38;18/05/09;54;111;179;;;;;;0;TPC-W
7378;38;18/05/09;72;281;131;;;;;;0;TPC-W
7379;9;02/09/10;15;332;14;;;;;;0;TPC-W
7379;9;02/09/10;68;237;22;;;;;;0;TPC-W
7380;1;08/08/05;48;382;150;;;;;;0;TPC-W
7381;26;10/01/05;53;137;43;;;;;;0;TPC-W
7382;18;04/11/08;32;400;144;;;;;;0;TPC-W
7383;26;10/01/06;24;214;169;;;;;;0;TPC-W
7384;26;10/01/09;26;161;149;;;;;;0;TPC-W
7385;26;10/01/08;15;327;85;;;;;;0;TPC-W
7386;18;04/11/05;43;295;47;;;;;;0;TPC-W
7386;18;04/11/05;84;397;153;;;;;;0;TPC-W
7387;28;03/10/06;99;290;152;;;;;;0;TPC-W
7388;1;08/08/09;91;285;180;;;;;;0;TPC-W
7389;1;08/08/08;66;395;107;;;;;;0;TPC-W
7389;1;08/08/08;75;361;31;;;;;;0;TPC-W
7390;18;10/04/05;34;271;200;;;;;;0;TPC-W
7391;18;10/04/07;31;288;22;;;;;;0;TPC-W
7392;18;10/04/06;36;357;128;;;;;;0;TPC-W
7393;30;08/01/07;31;138;120;;;;;;0;TPC-W
7393;30;08/01/07;71;169;105;;;;;;0;TPC-W
7394;33;19/07/09;83;341;96;;;;;;0;TPC-W
7394;33;19/07/09;11;290;196;;;;;;0;TPC-W
7395;30;08/01/05;66;190;108;;;;;;0;TPC-W
7396;15;19/10/07;43;106;150;;;;;;0;TPC-W
7397;15;19/10/09;65;375;108;;;;;;0;TPC-W
7398;33;19/07/06;28;166;114;;;;;;0;TPC-W
7399;33;19/07/07;3;164;90;;;;;;0;TPC-W
7399;33;19/07/07;9;350;148;;;;;;0;TPC-W
7400;18;10/04/09;41;135;95;;;;;;0;TPC-W
7401;17;23/12/06;99;147;149;;;;;;0;TPC-W
7402;19;13/05/08;64;129;121;;;;;;0;TPC-W
7403;22;26/07/10;84;192;48;;;;;;0;TPC-W
7404;11;16/05/08;85;245;194;;;;;;0;TPC-W
7405;25;18/10/08;53;218;68;;;;;;0;TPC-W
7406;36;16/07/09;68;109;173;;;;;;0;TPC-W
7407;11;16/05/05;65;225;162;;;;;;0;TPC-W
7407;11;16/05/05;100;373;61;;;;;;0;TPC-W
7407;11;16/05/05;97;350;78;;;;;;0;TPC-W
7407;11;16/05/05;21;358;119;;;;;;0;TPC-W
7408;25;18/10/07;89;200;91;;;;;;0;TPC-W
7409;25;18/10/05;17;301;149;;;;;;0;TPC-W
7410;9;07/05/08;94;358;59;;;;;;0;TPC-W
7411;23;27/12/08;48;390;34;;;;;;0;TPC-W
7412;23;27/12/09;65;295;147;;;;;;0;TPC-W
7413;22;26/03/05;9;269;73;;;;;;0;TPC-W
7414;23;27/12/05;3;116;132;;;;;;0;TPC-W
7415;23;27/12/07;62;268;27;;;;;;0;TPC-W
7416;9;07/05/06;60;157;196;;;;;;0;TPC-W
7416;9;07/05/06;14;120;193;;;;;;0;TPC-W
7416;9;07/05/06;9;289;144;;;;;;0;TPC-W
7416;9;07/05/06;5;228;62;;;;;;0;TPC-W
7417;30;13/06/08;27;338;147;;;;;;0;TPC-W
